departure city,long. departure (decimal),lat. departure (decimal),departure country,arrival city,long. departure (decimal),lat. departure (decimal),arrival country,number of routes,distance
Prestwick,-4.312,55.849,United Kingdom,Las Palmas,-13.343,29.575,Spain,1,3007
Perpignan,3.451,43.234,France,Charleroi,4.756,50.765,Belgium,1,843
Perugia,12.855,43.159,Italy,London,-0.103,51.795,United Kingdom,1,1363
Plovdiv,25.418,42.113,Bulgaria,London,-0.103,51.795,United Kingdom,1,2199
Plovdiv,25.418,42.113,Bulgaria,Hahn,7.439,50.581,Germany,1,1663
Cork,-8.152,52.402,Ireland,Liverpool,-2.75,53.556,United Kingdom,1,383
Cork,-8.152,52.402,Ireland,Fuerteventura,-13.773,28.754,Spain,1,2670
Porto,-8.469,41.413,Portugal,ValenciaS,-0.137,39.815,Spain,1,725
Porto,-8.469,41.413,Portugal,Tours,1.212,47.72,France,1,1037
Porto,-8.469,41.413,Portugal,Tenerife,-16.288,28.074,Spain,1,1644
Porto,-8.469,41.413,Portugal,Weeze,6.236,52.003,Germany,1,1620
Porto,-8.469,41.413,Portugal,Marseille,5.356,43.725,France,1,1159
Porto,-8.469,41.413,Portugal,Lille,3.149,50.936,France,1,1382
Porto,-8.469,41.413,Portugal,Hahn,7.439,50.581,Germany,1,1590
Porto,-8.469,41.413,Portugal,Memmingen,10.399,48.647,Germany,1,1680
Porto,-8.469,41.413,Portugal,Karlsruhe/Baden-Baden,8.134,49.298,Germany,1,1560
Porto,-8.469,41.413,Portugal,Eindhoven,5.624,51.75,Netherlands,1,1569
Porto,-8.469,41.413,Portugal,St.-etienne,4.493,45.9,France,1,1154
Porto,-8.469,41.413,Portugal,Charleroi,4.756,50.765,Belgium,1,1452
Porto,-8.469,41.413,Portugal,Beauvais,2.187,49.757,France,1,1241
Porto,-8.469,41.413,Portugal,Bordeaux,-0.526,45.38,France,1,778
Porto,-8.469,41.413,Portugal,Bergamo,10.173,46.123,Italy,1,1581
Stockholm,18.531,60.086,Sweden,Weeze,6.236,52.003,Germany,1,1175
Stockholm,18.531,60.086,Sweden,Malta,14.795,36.429,Malta,1,2644
Stockholm,18.531,60.086,Sweden,Liverpool,-2.75,53.556,United Kingdom,1,1475
Stockholm,18.531,60.086,Sweden,Luebeck,11.198,54.342,Germany,1,775
Stockholm,18.531,60.086,Sweden,Kaunas,24.141,55.606,Lithuania,1,598
Stockholm,18.531,60.086,Sweden,Krakow,20.308,50.129,Poland,1,1112
Stockholm,18.531,60.086,Sweden,Klagenfurt,14.562,47.07,Austria,1,1470
Stockholm,18.531,60.086,Sweden,Hahn,7.439,50.581,Germany,1,1264
Stockholm,18.531,60.086,Sweden,Gerona,3.267,42.501,Spain,1,2212
Stockholm,18.531,60.086,Sweden,Memmingen,10.399,48.647,Germany,1,1374
Stockholm,18.531,60.086,Sweden,Eindhoven,5.624,51.75,Netherlands,1,1222
Stockholm,18.531,60.086,Sweden,Edinburgh,-2.955,56.583,United Kingdom,1,1306
Stockholm,18.531,60.086,Sweden,Charleroi,4.756,50.765,Belgium,1,1347
Stockholm,18.531,60.086,Sweden,Beauvais,2.187,49.757,France,1,1544
Stockholm,18.531,60.086,Sweden,Bremen,9.311,53.079,Germany,1,960
Stockholm,18.531,60.086,Sweden,Bergamo,10.173,46.123,Italy,1,1646
Nantes,-1.352,47.255,France,Dublin,-5.784,53.702,Ireland,1,782
Weeze,6.236,52.003,Germany,Vaxjo,15.213,57.548,Sweden,1,842
Weeze,6.236,52.003,Germany,Treviso,12.324,46.08,Italy,1,793
Weeze,6.236,52.003,Germany,Tallinn-ulemiste International,25.388,59.688,Estonia,1,1461
Weeze,6.236,52.003,Germany,Tenerife,-16.288,28.074,Spain,1,3250
Weeze,6.236,52.003,Germany,Sevilla,-5.822,37.696,Spain,1,1847
Weeze,6.236,52.003,Germany,London,-0.103,51.795,United Kingdom,1,435
Weeze,6.236,52.003,Germany,Riga,24.618,57.539,Latvia,1,1324
Weeze,6.236,52.003,Germany,Palermo,13.151,38.293,Italy,1,1616
Weeze,6.236,52.003,Germany,Porto,-8.469,41.413,Portugal,1,1620
Weeze,6.236,52.003,Germany,Stockholm,18.531,60.086,Sweden,1,1175
Weeze,6.236,52.003,Germany,Madrid,-3.278,40.822,Spain,1,1438
Weeze,6.236,52.003,Germany,Lappeenranta,28.24,61.074,Finland,1,1670
Weeze,6.236,52.003,Germany,Gran Canaria,-14.978,28.553,Spain,1,3142
Weeze,6.236,52.003,Germany,Larnaca,34.041,35.458,Cyprus,1,2863
Weeze,6.236,52.003,Germany,Leeds,-1.435,54.443,United Kingdom,1,577
Weeze,6.236,52.003,Germany,Fuerteventura,-13.773,28.754,Spain,1,3068
Weeze,6.236,52.003,Germany,Faro,-7.944,37.024,Portugal,1,2001
Weeze,6.236,52.003,Germany,Edinburgh,-2.955,56.583,United Kingdom,1,783
Weeze,6.236,52.003,Germany,Rome,12.417,42.34,Italy,1,1170
Weeze,6.236,52.003,Germany,Cagliari,9.09,39.419,Italy,1,1416
Weeze,6.236,52.003,Germany,Bydgoszcz,18.629,53.161,Poland,1,846
Weeze,6.236,52.003,Germany,Bari,17.267,41.231,Italy,1,1460
Weeze,6.236,52.003,Germany,Bologna,11.481,44.892,Italy,1,879
Weeze,6.236,52.003,Germany,Bergamo,10.173,46.123,Italy,1,713
Weeze,6.236,52.003,Germany,BarcelonaS,2.13,41.495,Spain,1,1209
Weeze,6.236,52.003,Germany,Ancona,13.603,44.027,Italy,1,1041
Weeze,6.236,52.003,Germany,Alicante,-0.264,38.47,Spain,1,1586
Weeze,6.236,52.003,Germany,Malaga,-4.166,37.124,Spain,1,1844
Weeze,6.236,52.003,Germany,Las Palmas,-13.343,29.575,Spain,1,2968
Connaught,-8.698,54.517,Ireland,Tenerife,-16.288,28.074,Spain,1,3003
Connaught,-8.698,54.517,Ireland,Liverpool,-2.75,53.556,United Kingdom,1,402
Connaught,-8.698,54.517,Ireland,East Midlands,-0.881,53.385,United Kingdom,1,526
Connaught,-8.698,54.517,Ireland,Las Palmas,-13.343,29.575,Spain,1,2798
NewcastleU,-1.487,55.062,United Kingdom,Dublin,-5.784,53.702,Ireland,1,316
Marseille,5.356,43.725,France,Sevilla,-5.822,37.696,Spain,1,1154
Marseille,5.356,43.725,France,Porto,-8.469,41.413,Portugal,1,1159
Marseille,5.356,43.725,France,Malta,14.795,36.429,Malta,1,1140
Marseille,5.356,43.725,France,Charleroi,4.756,50.765,Belgium,1,784
Marseille,5.356,43.725,France,Bergamo,10.173,46.123,Italy,1,463
Montpellier,4.605,43.96,France,Hahn,7.439,50.581,Germany,1,766
Montpellier,4.605,43.96,France,Charleroi,4.756,50.765,Belgium,1,756
Malmoe,13.619,55.883,Sweden,London,-0.103,51.795,United Kingdom,1,1006
Malta,14.795,36.429,Malta,ValenciaS,-0.137,39.815,Spain,1,1357
Malta,14.795,36.429,Malta,Treviso,12.324,46.08,Italy,1,1092
Malta,14.795,36.429,Malta,Trapani,12.813,38.519,Italy,1,290
Malta,14.795,36.429,Malta,Pisa,10.654,44.139,Italy,1,926
Malta,14.795,36.429,Malta,Stockholm,18.531,60.086,Sweden,1,2644
Malta,14.795,36.429,Malta,Marseille,5.356,43.725,France,1,1140
Malta,14.795,36.429,Malta,Madrid,-3.278,40.822,Spain,1,1640
Malta,14.795,36.429,Malta,Leeds,-1.435,54.443,United Kingdom,1,2357
Malta,14.795,36.429,Malta,Eindhoven,5.624,51.75,Netherlands,1,1850
Malta,14.795,36.429,Malta,Edinburgh,-2.955,56.583,United Kingdom,1,2603
Malta,14.795,36.429,Malta,Dublin,-5.784,53.702,Ireland,1,2491
Malta,14.795,36.429,Malta,Bristol,-2.532,51.637,United Kingdom,1,2174
Malta,14.795,36.429,Malta,Bari,17.267,41.231,Italy,1,575
Malta,14.795,36.429,Malta,Bologna,11.481,44.892,Italy,1,981
Malta,14.795,36.429,Malta,Birmingham,-1.581,52.756,United Kingdom,1,2219
Murcia,-0.688,38.291,Spain,Dublin,-5.784,53.702,Ireland,1,1757
Manchester,-1.792,53.589,United Kingdom,Rzeszow,22.031,50.183,Poland,1,1669
Manchester,-1.792,53.589,United Kingdom,Rygge,11.308,59.631,Norway,1,1042
Manchester,-1.792,53.589,United Kingdom,Katowice,19.133,50.79,Poland,1,1454
Manchester,-1.792,53.589,United Kingdom,Hahn,7.439,50.581,Germany,1,713
Manchester,-1.792,53.589,United Kingdom,Gerona,3.267,42.501,Spain,1,1288
Manchester,-1.792,53.589,United Kingdom,Memmingen,10.399,48.647,Germany,1,1010
Manchester,-1.792,53.589,United Kingdom,Charleroi,4.756,50.765,Belgium,1,545
Manchester,-1.792,53.589,United Kingdom,Beauvais,2.187,49.757,France,1,506
Manchester,-1.792,53.589,United Kingdom,Bremen,9.311,53.079,Germany,1,738
Manchester,-1.792,53.589,United Kingdom,Bergamo,10.173,46.123,Italy,1,1190
Madrid,-3.278,40.822,Spain,Villafranca,11.48,45.659,Italy,1,1308
Madrid,-3.278,40.822,Spain,Trapani,12.813,38.519,Italy,1,1398
Madrid,-3.278,40.822,Spain,Poznan,17.377,52.701,Poland,1,2041
Madrid,-3.278,40.822,Spain,Weeze,6.236,52.003,Germany,1,1438
Madrid,-3.278,40.822,Spain,Malta,14.795,36.429,Malta,1,1640
Madrid,-3.278,40.822,Spain,Krakow,20.308,50.129,Poland,1,2097
Madrid,-3.278,40.822,Spain,Hahn,7.439,50.581,Germany,1,1364
Madrid,-3.278,40.822,Spain,Eindhoven,5.624,51.75,Netherlands,1,1392
Madrid,-3.278,40.822,Spain,Charleroi,4.756,50.765,Belgium,1,1267
Madrid,-3.278,40.822,Spain,Cagliari,9.09,39.419,Italy,1,1062
Madrid,-3.278,40.822,Spain,Beauvais,2.187,49.757,France,1,1080
Madrid,-3.278,40.822,Spain,Bari,17.267,41.231,Italy,1,1720
Madrid,-3.278,40.822,Spain,Bergamo,10.173,46.123,Italy,1,1232
Madrid,-3.278,40.822,Spain,Ancona,13.603,44.027,Italy,1,1427
Madrid,-3.278,40.822,Spain,Alghero,8.484,41.053,Italy,1,987
London,-0.103,51.795,United Kingdom,Nimes,4.693,44.262,France,1,909
London,-0.103,51.795,United Kingdom,Beziers,3.589,43.539,France,1,958
La Rochelle,-0.659,46.298,France,London,-0.103,51.795,United Kingdom,1,612
Lappeenranta,28.24,61.074,Finland,Weeze,6.236,52.003,Germany,1,1670
Lappeenranta,28.24,61.074,Finland,Charleroi,4.756,50.765,Belgium,1,1841
Lappeenranta,28.24,61.074,Finland,Bergamo,10.173,46.123,Italy,1,2030
Liverpool,-2.75,53.556,United Kingdom,Wroclaw,17.476,51.171,Poland,1,1393
Liverpool,-2.75,53.556,United Kingdom,Sandefjord,10.431,59.311,Norway,1,1029
Liverpool,-2.75,53.556,United Kingdom,Tenerife,-16.288,28.074,Spain,1,3042
Liverpool,-2.75,53.556,United Kingdom,Szczechin,15.503,53.974,Poland,1,1197
Liverpool,-2.75,53.556,United Kingdom,Shannon,-8.875,53.169,Ireland,1,408
Liverpool,-2.75,53.556,United Kingdom,Rygge,11.308,59.631,Norway,1,1090
Liverpool,-2.75,53.556,United Kingdom,Riga,24.618,57.539,Latvia,1,1764
Liverpool,-2.75,53.556,United Kingdom,Poznan,17.377,52.701,Poland,1,1341
Liverpool,-2.75,53.556,United Kingdom,Cork,-8.152,52.402,Ireland,1,383
Liverpool,-2.75,53.556,United Kingdom,Stockholm,18.531,60.086,Sweden,1,1475
Liverpool,-2.75,53.556,United Kingdom,Connaught,-8.698,54.517,Ireland,1,402
Liverpool,-2.75,53.556,United Kingdom,Gran Canaria,-14.978,28.553,Spain,1,2953
Liverpool,-2.75,53.556,United Kingdom,Limoges,1.299,46.437,France,1,842
Liverpool,-2.75,53.556,United Kingdom,Lodz,19.663,52.203,Poland,1,1505
Liverpool,-2.75,53.556,United Kingdom,Kaunas,24.141,55.606,Lithuania,1,1736
Liverpool,-2.75,53.556,United Kingdom,Dublin,-5.784,53.702,Ireland,1,200
Liverpool,-2.75,53.556,United Kingdom,Rome,12.417,42.34,Italy,1,1675
Liverpool,-2.75,53.556,United Kingdom,Carcassonne,2.51,43.359,France,1,1197
Liverpool,-2.75,53.556,United Kingdom,Bratislava,17.354,48.283,Slovakia,1,1519
Liverpool,-2.75,53.556,United Kingdom,Bergamo,10.173,46.123,Italy,1,1238
Gran Canaria,-14.978,28.553,Spain,Shannon,-8.875,53.169,Ireland,1,2782
Gran Canaria,-14.978,28.553,Spain,Pisa,10.654,44.139,Italy,1,2855
Gran Canaria,-14.978,28.553,Spain,Prestwick,-4.312,55.849,United Kingdom,1,3151
Gran Canaria,-14.978,28.553,Spain,Weeze,6.236,52.003,Germany,1,3142
Gran Canaria,-14.978,28.553,Spain,Liverpool,-2.75,53.556,United Kingdom,1,2953
Gran Canaria,-14.978,28.553,Spain,Hahn,7.439,50.581,Germany,1,3087
Gran Canaria,-14.978,28.553,Spain,Karlsruhe/Baden-Baden,8.134,49.298,Germany,1,3027
Gran Canaria,-14.978,28.553,Spain,Eindhoven,5.624,51.75,Netherlands,1,3093
Gran Canaria,-14.978,28.553,Spain,Charleroi,4.756,50.765,Belgium,1,2971
Gran Canaria,-14.978,28.553,Spain,Bratislava,17.354,48.283,Slovakia,1,3526
Gran Canaria,-14.978,28.553,Spain,Bremen,9.311,53.079,Germany,1,3373
Gran Canaria,-14.978,28.553,Spain,Bergamo,10.173,46.123,Italy,1,2936
Linz,14.312,48.388,Austria,London,-0.103,51.795,United Kingdom,1,1093
Lille,3.149,50.936,France,Porto,-8.469,41.413,Portugal,1,1382
Limoges,1.299,46.437,France,London,-0.103,51.795,United Kingdom,1,604
Limoges,1.299,46.437,France,Liverpool,-2.75,53.556,United Kingdom,1,842
Limoges,1.299,46.437,France,East Midlands,-0.881,53.385,United Kingdom,1,788
Leipzig,12.402,51.72,Germany,London,-0.103,51.795,United Kingdom,1,859
Leipzig,12.402,51.72,Germany,Rome,12.417,42.34,Italy,1,1043
Tarbes,0.655,43.297,France,London,-0.103,51.795,United Kingdom,1,946
Lodz,19.663,52.203,Poland,Liverpool,-2.75,53.556,United Kingdom,1,1505
Lodz,19.663,52.203,Poland,East Midlands,-0.881,53.385,United Kingdom,1,1382
Lodz,19.663,52.203,Poland,Edinburgh,-2.955,56.583,United Kingdom,1,1534
Lodz,19.663,52.203,Poland,Dublin,-5.784,53.702,Ireland,1,1703
Lodz,19.663,52.203,Poland,Bergamo,10.173,46.123,Italy,1,964
Larnaca,34.041,35.458,Cyprus,Weeze,6.236,52.003,Germany,1,2863
Larnaca,34.041,35.458,Cyprus,Gerona,3.267,42.501,Spain,1,2755
Larnaca,34.041,35.458,Cyprus,Charleroi,4.756,50.765,Belgium,1,2892
Larnaca,34.041,35.458,Cyprus,Bologna,11.481,44.892,Italy,1,2174
Luebeck,11.198,54.342,Germany,Stockholm,18.531,60.086,Sweden,1,775
Luebeck,11.198,54.342,Germany,Bergamo,10.173,46.123,Italy,1,916
Leeds,-1.435,54.443,United Kingdom,Treviso,12.324,46.08,Italy,1,1345
Leeds,-1.435,54.443,United Kingdom,Riga,24.618,57.539,Latvia,1,1645
Leeds,-1.435,54.443,United Kingdom,Weeze,6.236,52.003,Germany,1,577
Leeds,-1.435,54.443,United Kingdom,Malta,14.795,36.429,Malta,1,2357
Leeds,-1.435,54.443,United Kingdom,Kaunas,24.141,55.606,Lithuania,1,1626
Leeds,-1.435,54.443,United Kingdom,Krakow,20.308,50.129,Poland,1,1547
Leeds,-1.435,54.443,United Kingdom,Gdansk,18.777,54.629,Poland,1,1299
Leeds,-1.435,54.443,United Kingdom,Fuerteventura,-13.773,28.754,Spain,1,3024
Leeds,-1.435,54.443,United Kingdom,Faro,-7.944,37.024,Portugal,1,1999
Leeds,-1.435,54.443,United Kingdom,Dublin,-5.784,53.702,Ireland,1,295
Leeds,-1.435,54.443,United Kingdom,BarcelonaS,2.13,41.495,Spain,1,1463
Kaunas,24.141,55.606,Lithuania,Tampere,24.007,61.69,Finland,1,676
Kaunas,24.141,55.606,Lithuania,Rygge,11.308,59.631,Norway,1,883
Kaunas,24.141,55.606,Lithuania,Stockholm,18.531,60.086,Sweden,1,598
Kaunas,24.141,55.606,Lithuania,Liverpool,-2.75,53.556,United Kingdom,1,1736
Kaunas,24.141,55.606,Lithuania,Leeds,-1.435,54.443,United Kingdom,1,1626
Kaunas,24.141,55.606,Lithuania,Hahn,7.439,50.581,Germany,1,1243
Kaunas,24.141,55.606,Lithuania,Gothenborg,12.466,58.104,Sweden,1,760
Kaunas,24.141,55.606,Lithuania,Eindhoven,5.624,51.75,Netherlands,1,1288
Kaunas,24.141,55.606,Lithuania,Edinburgh,-2.955,56.583,United Kingdom,1,1673
Kaunas,24.141,55.606,Lithuania,Dublin,-5.784,53.702,Ireland,1,1921
Kaunas,24.141,55.606,Lithuania,Charleroi,4.756,50.765,Belgium,1,1393
Kaunas,24.141,55.606,Lithuania,Beauvais,2.187,49.757,France,1,1607
Kaunas,24.141,55.606,Lithuania,Bristol,-2.532,51.637,United Kingdom,1,1801
Kaunas,24.141,55.606,Lithuania,Birmingham,-1.581,52.756,United Kingdom,1,1693
Katowice,19.133,50.79,Poland,Manchester,-1.792,53.589,United Kingdom,1,1454
Katowice,19.133,50.79,Poland,Dublin,-5.784,53.702,Ireland,1,1717
Katowice,19.133,50.79,Poland,Bristol,-2.532,51.637,United Kingdom,1,1506
Katowice,19.133,50.79,Poland,Birmingham,-1.581,52.756,United Kingdom,1,1436
Krakow,20.308,50.129,Poland,Rygge,11.308,59.631,Norway,1,1200
Krakow,20.308,50.129,Poland,Stockholm,18.531,60.086,Sweden,1,1112
Krakow,20.308,50.129,Poland,Madrid,-3.278,40.822,Spain,1,2097
Krakow,20.308,50.129,Poland,Leeds,-1.435,54.443,United Kingdom,1,1547
Krakow,20.308,50.129,Poland,East Midlands,-0.881,53.385,United Kingdom,1,1496
Krakow,20.308,50.129,Poland,Eindhoven,5.624,51.75,Netherlands,1,1042
Krakow,20.308,50.129,Poland,Charleroi,4.756,50.765,Belgium,1,1101
Krakow,20.308,50.129,Poland,Rome,12.417,42.34,Italy,1,1056
Krakow,20.308,50.129,Poland,Beauvais,2.187,49.757,France,1,1294
Krakow,20.308,50.129,Poland,Bologna,11.481,44.892,Italy,1,881
Krakow,20.308,50.129,Poland,Bergamo,10.173,46.123,Italy,1,873
Krakow,20.308,50.129,Poland,Alicante,-0.264,38.47,Spain,1,2076
Klagenfurt,14.562,47.07,Austria,London,-0.103,51.795,United Kingdom,1,1180
Klagenfurt,14.562,47.07,Austria,Stockholm,18.531,60.086,Sweden,1,1470
Klagenfurt,14.562,47.07,Austria,Gothenborg,12.466,58.104,Sweden,1,1234
Kerry,-9.207,52.301,Ireland,Hahn,7.439,50.581,Germany,1,1166
Hahn,7.439,50.581,Germany,ValenciaS,-0.137,39.815,Spain,1,1334
Hahn,7.439,50.581,Germany,Treviso,12.324,46.08,Italy,1,616
Hahn,7.439,50.581,Germany,Trapani,12.813,38.519,Italy,1,1406
Hahn,7.439,50.581,Germany,Tampere,24.007,61.69,Finland,1,1596
Hahn,7.439,50.581,Germany,Tenerife,-16.288,28.074,Spain,1,3200
Hahn,7.439,50.581,Germany,London,-0.103,51.795,United Kingdom,1,542
Hahn,7.439,50.581,Germany,SantiagoS,-8.026,43.493,Spain,1,1407
Hahn,7.439,50.581,Germany,Rygge,11.308,59.631,Norway,1,1035
Hahn,7.439,50.581,Germany,Riga,24.618,57.539,Latvia,1,1356
Hahn,7.439,50.581,Germany,Pescara,14.301,42.719,Italy,1,1018
Hahn,7.439,50.581,Germany,Pisa,10.654,44.139,Italy,1,755
Hahn,7.439,50.581,Germany,Plovdiv,25.418,42.113,Bulgaria,1,1663
Hahn,7.439,50.581,Germany,Porto,-8.469,41.413,Portugal,1,1590
Hahn,7.439,50.581,Germany,Stockholm,18.531,60.086,Sweden,1,1264
Hahn,7.439,50.581,Germany,Montpellier,4.605,43.96,France,1,766
Hahn,7.439,50.581,Germany,Manchester,-1.792,53.589,United Kingdom,1,713
Hahn,7.439,50.581,Germany,Madrid,-3.278,40.822,Spain,1,1364
Hahn,7.439,50.581,Germany,Gran Canaria,-14.978,28.553,Spain,1,3087
Hahn,7.439,50.581,Germany,Kaunas,24.141,55.606,Lithuania,1,1243
Hahn,7.439,50.581,Germany,Kerry,-9.207,52.301,Ireland,1,1166
Hahn,7.439,50.581,Germany,Gerona,3.267,42.501,Spain,1,953
Hahn,7.439,50.581,Germany,Fuerteventura,-13.773,28.754,Spain,1,3008
Hahn,7.439,50.581,Germany,Edinburgh,-2.955,56.583,United Kingdom,1,955
Hahn,7.439,50.581,Germany,Dublin,-5.784,53.702,Ireland,1,965
Hahn,7.439,50.581,Germany,Rome,12.417,42.34,Italy,1,991
Hahn,7.439,50.581,Germany,Bari,17.267,41.231,Italy,1,1285
Hahn,7.439,50.581,Germany,Bergamo,10.173,46.123,Italy,1,535
Hahn,7.439,50.581,Germany,Alicante,-0.264,38.47,Spain,1,1476
Hahn,7.439,50.581,Germany,Alghero,8.484,41.053,Italy,1,1062
Hahn,7.439,50.581,Germany,Malaga,-4.166,37.124,Spain,1,1757
Hahn,7.439,50.581,Germany,Las Palmas,-13.343,29.575,Spain,1,2908
Haugesund,5.347,59.575,Norway,London,-0.103,51.795,United Kingdom,1,929
Gothenborg,12.466,58.104,Sweden,Kaunas,24.141,55.606,Lithuania,1,760
Gothenborg,12.466,58.104,Sweden,Klagenfurt,14.562,47.07,Austria,1,1234
Gothenborg,12.466,58.104,Sweden,Edinburgh,-2.955,56.583,United Kingdom,1,938
Gothenborg,12.466,58.104,Sweden,Charleroi,4.756,50.765,Belgium,1,954
Gothenborg,12.466,58.104,Sweden,Beauvais,2.187,49.757,France,1,1143
Gothenborg,12.466,58.104,Sweden,Alicante,-0.264,38.47,Spain,1,2368
Graz,15.732,47.651,Austria,London,-0.103,51.795,United Kingdom,1,1224
Gerona,3.267,42.501,Spain,Treviso,12.324,46.08,Italy,1,822
Gerona,3.267,42.501,Spain,Torino,8.082,45.334,Italy,1,497
Gerona,3.267,42.501,Spain,Trapani,12.813,38.519,Italy,1,919
Gerona,3.267,42.501,Spain,Tallinn-ulemiste International,25.388,59.688,Estonia,1,2433
Gerona,3.267,42.501,Spain,Pescara,14.301,42.719,Italy,1,902
Gerona,3.267,42.501,Spain,Pisa,10.654,44.139,Italy,1,624
Gerona,3.267,42.501,Spain,Stockholm,18.531,60.086,Sweden,1,2212
Gerona,3.267,42.501,Spain,Manchester,-1.792,53.589,United Kingdom,1,1288
Gerona,3.267,42.501,Spain,Larnaca,34.041,35.458,Cyprus,1,2755
Gerona,3.267,42.501,Spain,Hahn,7.439,50.581,Germany,1,953
Gerona,3.267,42.501,Spain,Memmingen,10.399,48.647,Germany,1,879
Gerona,3.267,42.501,Spain,Karlsruhe/Baden-Baden,8.134,49.298,Germany,1,843
Gerona,3.267,42.501,Spain,Eindhoven,5.624,51.75,Netherlands,1,1043
Gerona,3.267,42.501,Spain,Beauvais,2.187,49.757,France,1,811
Gerona,3.267,42.501,Spain,Bremen,9.311,53.079,Germany,1,1258
Gerona,3.267,42.501,Spain,Bologna,11.481,44.892,Italy,1,711
Gerona,3.267,42.501,Spain,Billund,9.252,56.233,Denmark,1,1585
Gerona,3.267,42.501,Spain,Birmingham,-1.581,52.756,United Kingdom,1,1196
Gerona,3.267,42.501,Spain,Brindisi,18.578,41.096,Italy,1,1277
Gerona,3.267,42.501,Spain,Alghero,8.484,41.053,Italy,1,461
Grenoble,5.548,45.604,France,Dublin,-5.784,53.702,Ireland,1,1212
Gdansk,18.777,54.629,Poland,Rygge,11.308,59.631,Norway,1,715
Gdansk,18.777,54.629,Poland,Leeds,-1.435,54.443,United Kingdom,1,1299
Gdansk,18.777,54.629,Poland,Edinburgh,-2.955,56.583,United Kingdom,1,1376
Gdansk,18.777,54.629,Poland,Dublin,-5.784,53.702,Ireland,1,1594
Gdansk,18.777,54.629,Poland,Bristol,-2.532,51.637,United Kingdom,1,1453
Gdansk,18.777,54.629,Poland,Birmingham,-1.581,52.756,United Kingdom,1,1351
Fuerteventura,-13.773,28.754,Spain,Pisa,10.654,44.139,Italy,1,2756
Fuerteventura,-13.773,28.754,Spain,Prestwick,-4.312,55.849,United Kingdom,1,3105
Fuerteventura,-13.773,28.754,Spain,Cork,-8.152,52.402,Ireland,1,2670
Fuerteventura,-13.773,28.754,Spain,Weeze,6.236,52.003,Germany,1,3068
Fuerteventura,-13.773,28.754,Spain,Leeds,-1.435,54.443,United Kingdom,1,3024
Fuerteventura,-13.773,28.754,Spain,Hahn,7.439,50.581,Germany,1,3008
Fuerteventura,-13.773,28.754,Spain,Edinburgh,-2.955,56.583,United Kingdom,1,3209
Fuerteventura,-13.773,28.754,Spain,Charleroi,4.756,50.765,Belgium,1,2897
Fuerteventura,-13.773,28.754,Spain,Bremen,9.311,53.079,Germany,1,3297
Fuerteventura,-13.773,28.754,Spain,Bergamo,10.173,46.123,Italy,1,2842
Nimes,4.693,44.262,France,London,-0.103,51.795,United Kingdom,1,909
Nimes,4.693,44.262,France,Charleroi,4.756,50.765,Belgium,1,723
Memmingen,10.399,48.647,Germany,ValenciaS,-0.137,39.815,Spain,1,1289
Memmingen,10.399,48.647,Germany,London,-0.103,51.795,United Kingdom,1,824
Memmingen,10.399,48.647,Germany,Porto,-8.469,41.413,Portugal,1,1680
Memmingen,10.399,48.647,Germany,Stockholm,18.531,60.086,Sweden,1,1374
Memmingen,10.399,48.647,Germany,Manchester,-1.792,53.589,United Kingdom,1,1010
Memmingen,10.399,48.647,Germany,Gerona,3.267,42.501,Spain,1,879
Memmingen,10.399,48.647,Germany,Dublin,-5.784,53.702,Ireland,1,1256
Memmingen,10.399,48.647,Germany,Rome,12.417,42.34,Italy,1,718
Memmingen,10.399,48.647,Germany,Alicante,-0.264,38.47,Spain,1,1417
Memmingen,10.399,48.647,Germany,Malaga,-4.166,37.124,Spain,1,1740
Karlsruhe/Baden-Baden,8.134,49.298,Germany,Tenerife,-16.288,28.074,Spain,1,3143
Karlsruhe/Baden-Baden,8.134,49.298,Germany,London,-0.103,51.795,United Kingdom,1,644
Karlsruhe/Baden-Baden,8.134,49.298,Germany,Porto,-8.469,41.413,Portugal,1,1560
Karlsruhe/Baden-Baden,8.134,49.298,Germany,Gran Canaria,-14.978,28.553,Spain,1,3027
Karlsruhe/Baden-Baden,8.134,49.298,Germany,Gerona,3.267,42.501,Spain,1,843
Karlsruhe/Baden-Baden,8.134,49.298,Germany,Rome,12.417,42.34,Italy,1,841
Karlsruhe/Baden-Baden,8.134,49.298,Germany,Alicante,-0.264,38.47,Spain,1,1377
Karlsruhe/Baden-Baden,8.134,49.298,Germany,Las Palmas,-13.343,29.575,Spain,1,2844
Faro,-7.944,37.024,Portugal,Prestwick,-4.312,55.849,United Kingdom,1,2110
Faro,-7.944,37.024,Portugal,Weeze,6.236,52.003,Germany,1,2001
Faro,-7.944,37.024,Portugal,Leeds,-1.435,54.443,United Kingdom,1,1999
Faro,-7.944,37.024,Portugal,East Midlands,-0.881,53.385,United Kingdom,1,1899
Faro,-7.944,37.024,Portugal,Edinburgh,-2.955,56.583,United Kingdom,1,2206
Faro,-7.944,37.024,Portugal,Charleroi,4.756,50.765,Belgium,1,1830
