departure city,long. departure (decimal),lat. departure (decimal),departure country,arrival city,long. departure (decimal),lat. departure (decimal),arrival country,number of routes,distance
Manchester,-1.792,53.589,United Kingdom,Grenoble,5.548,45.604,France,1,1032
Manchester,-1.792,53.589,United Kingdom,Banjul,-16.421,13.563,Gambia,1,4632
Manchester,-1.792,53.589,United Kingdom,Antalya,31.334,37.497,Turkey,1,3095
Gran Canaria,-14.978,28.553,Spain,Belfast,-5.694,55.095,United Kingdom,1,3043
London,-0.103,51.795,United Kingdom,Banjul,-16.421,13.563,Gambia,1,4494
London,-0.103,51.795,United Kingdom,Antalya,31.334,37.497,Turkey,1,2917
Innsbruck,11.573,47.433,Austria,Manchester,-1.792,53.589,United Kingdom,1,1163
Hurghada,34.332,27.297,Egypt,Birmingham,-1.581,52.756,United Kingdom,1,4092
Grenoble,5.548,45.604,France,Manchester,-1.792,53.589,United Kingdom,1,1032
Glasgow,-4.056,56.453,United Kingdom,Antalya,31.334,37.497,Turkey,1,3351
Fuerteventura,-13.773,28.754,Spain,NewcastleU,-1.487,55.062,United Kingdom,1,3086
Fuerteventura,-13.773,28.754,Spain,Belfast,-5.694,55.095,United Kingdom,1,2999
Banjul,-16.421,13.563,Gambia,Manchester,-1.792,53.589,United Kingdom,1,4632
Banjul,-16.421,13.563,Gambia,London,-0.103,51.795,United Kingdom,1,4494
Banjul,-16.421,13.563,Gambia,Birmingham,-1.581,52.756,United Kingdom,1,4552
Birmingham,-1.581,52.756,United Kingdom,Torino,8.082,45.334,Italy,1,1083
Birmingham,-1.581,52.756,United Kingdom,Hurghada,34.332,27.297,Egypt,1,4092
Birmingham,-1.581,52.756,United Kingdom,Banjul,-16.421,13.563,Gambia,1,4552
Belfast,-5.694,55.095,United Kingdom,Gran Canaria,-14.978,28.553,Spain,1,3043
Belfast,-5.694,55.095,United Kingdom,Fuerteventura,-13.773,28.754,Spain,1,2999
Antalya,31.334,37.497,Turkey,Manchester,-1.792,53.589,United Kingdom,1,3095
Antalya,31.334,37.497,Turkey,London,-0.103,51.795,United Kingdom,1,2917
Antalya,31.334,37.497,Turkey,Glasgow,-4.056,56.453,United Kingdom,1,3351
Tegucigalpa,-86.696,14.101,Honduras,San Salvador,-88.427,13.734,El Salvador,1,191
Tegucigalpa,-86.696,14.101,Honduras,Guatemala City,-90.213,14.972,Guatemala,1,390
Santo Domingo,-69.449,18.716,Dominican Republic,Lima,-76.524,-11.37,Peru,1,3434
San Salvador,-88.427,13.734,El Salvador,Tegucigalpa,-86.696,14.101,Honduras,1,191
San Salvador,-88.427,13.734,El Salvador,Roatan,-86.205,16.528,Honduras,1,391
San Salvador,-88.427,13.734,El Salvador,Chicago,-87.842,42.631,United States,1,3213
San Salvador,-88.427,13.734,El Salvador,Mexico City,-98.454,19.727,Mexico,1,1258
San Salvador,-88.427,13.734,El Salvador,Liberia,-85.241,10.988,Costa Rica,1,461
San Salvador,-88.427,13.734,El Salvador,Havana,-82.016,23.648,Cuba,1,1292
San Salvador,-88.427,13.734,El Salvador,Guayaquil,-79.806,-1.596,Ecuador,1,1951
Roatan,-86.205,16.528,Honduras,San Salvador,-88.427,13.734,El Salvador,1,391
Porto Alegre,-50.62,-29.991,Brazil,Lima,-76.524,-11.37,Peru,1,3382
Chicago,-87.842,42.631,United States,San Salvador,-88.427,13.734,El Salvador,1,3213
Montevideo,-55.385,-34.731,Uruguay,Lima,-76.524,-11.37,Peru,1,3364
Mexico City,-98.454,19.727,Mexico,San Salvador,-88.427,13.734,El Salvador,1,1258
Orlando,-80.849,28.715,United States,Guatemala City,-90.213,14.972,Guatemala,1,1806
Liberia,-85.241,10.988,Costa Rica,San Salvador,-88.427,13.734,El Salvador,1,461
Lima,-76.524,-11.37,Peru,Santo Domingo,-69.449,18.716,Dominican Republic,1,3434
Lima,-76.524,-11.37,Peru,Porto Alegre,-50.62,-29.991,Brazil,1,3382
Lima,-76.524,-11.37,Peru,Montevideo,-55.385,-34.731,Uruguay,1,3364
Lima,-76.524,-11.37,Peru,Havana,-82.016,23.648,Cuba,1,3939
Lima,-76.524,-11.37,Peru,Rio De Janeiro,-42.74,-22.682,Brazil,1,3794
Lima,-76.524,-11.37,Peru,Brasilia,-47.865,-15.786,Brazil,1,3133
Lima,-76.524,-11.37,Peru,Asuncion,-57.199,-24.734,Paraguay,1,2520
Havana,-82.016,23.648,Cuba,San Salvador,-88.427,13.734,El Salvador,1,1292
Havana,-82.016,23.648,Cuba,Lima,-76.524,-11.37,Peru,1,3939
Guayaquil,-79.806,-1.596,Ecuador,San Salvador,-88.427,13.734,El Salvador,1,1951
Guatemala City,-90.213,14.972,Guatemala,Tegucigalpa,-86.696,14.101,Honduras,1,390
Guatemala City,-90.213,14.972,Guatemala,Orlando,-80.849,28.715,United States,1,1806
Rio De Janeiro,-42.74,-22.682,Brazil,Lima,-76.524,-11.37,Peru,1,3794
Brasilia,-47.865,-15.786,Brazil,Lima,-76.524,-11.37,Peru,1,3133
Asuncion,-57.199,-24.734,Paraguay,Lima,-76.524,-11.37,Peru,1,2520
Marseille,5.356,43.725,France,Geneva,6.181,46.396,Switzerland,1,303
Geneva,6.181,46.396,Switzerland,Marseille,5.356,43.725,France,1,303
Zanzibar,39.374,-5.704,Tanzania,Johannesburg,28.41,-25.566,South Africa,1,2497
Johannesburg,28.41,-25.566,South Africa,Zanzibar,39.374,-5.704,Tanzania,1,2497
London,-0.103,51.795,United Kingdom,Ashkhabad,58.601,38.644,Turkmenistan,1,4684
Frankfurt,8.905,50.044,Germany,Ashkhabad,58.601,38.644,Turkmenistan,1,4066
Delhi,77.171,28.944,India,Ashkhabad,58.601,38.644,Turkmenistan,1,2020
Birmingham,-1.581,52.756,United Kingdom,Ashkhabad,58.601,38.644,Turkmenistan,1,4773
Amritsar,75.328,32.182,India,Ashkhabad,58.601,38.644,Turkmenistan,1,1674
Ashkhabad,58.601,38.644,Turkmenistan,London,-0.103,51.795,United Kingdom,1,4684
Ashkhabad,58.601,38.644,Turkmenistan,Frankfurt,8.905,50.044,Germany,1,4066
Ashkhabad,58.601,38.644,Turkmenistan,Delhi,77.171,28.944,India,1,2020
Ashkhabad,58.601,38.644,Turkmenistan,Birmingham,-1.581,52.756,United Kingdom,1,4773
Ashkhabad,58.601,38.644,Turkmenistan,Amritsar,75.328,32.182,India,1,1674
Marktoberdorf,11.045,48.3,Germany,Cuiaba,-55.528,-15.422,Brazil,1,9647
Stavanger,6.063,59.461,Norway,Glasgow,-4.056,56.453,United Kingdom,1,683
Glasgow,-4.056,56.453,United Kingdom,Stavanger,6.063,59.461,Norway,1,683
Punta Cana,-67.94,18.945,Dominican Republic,Lansing,-84.313,43.297,United States,1,3111
Minneapolis,-92.703,45.469,United States,Philipsburg,-62.515,18.068,Netherlands Antilles,1,4127
Montego Bay,-77.856,18.839,Jamaica,Lansing,-84.313,43.297,United States,1,2786
Lansing,-84.313,43.297,United States,Punta Cana,-67.94,18.945,Dominican Republic,1,3111
Lansing,-84.313,43.297,United States,Montego Bay,-77.856,18.839,Jamaica,1,2786
Lansing,-84.313,43.297,United States,Cancun,-86.796,21.06,Mexico,1,2483
Cancun,-86.796,21.06,Mexico,Lansing,-84.313,43.297,United States,1,2483
Windhoek,17.77,-22.145,Namibia,Maun,23.718,-19.955,Botswana,1,663
Windhoek,17.77,-22.145,Namibia,Lusaka,28.754,-14.885,Zambia,1,1410
Windhoek,17.77,-22.145,Namibia,Frankfurt,8.905,50.044,Germany,1,8074
Windhoek,17.77,-22.145,Namibia,Accra,0.388,6.008,Ghana,1,3658
Victoria Falls,26.398,-17.494,Zimbabwe,Windhoek,17.77,-22.145,Namibia,1,1039
Maun,23.718,-19.955,Botswana,Victoria Falls,26.398,-17.494,Zimbabwe,1,393
Lusaka,28.754,-14.885,Zambia,Windhoek,17.77,-22.145,Namibia,1,1410
Frankfurt,8.905,50.044,Germany,Windhoek,17.77,-22.145,Namibia,1,8074
Accra,0.388,6.008,Ghana,Windhoek,17.77,-22.145,Namibia,1,3658
Sharm El Sheikh,34.658,28.628,Egypt,Riyadh,47.164,25.596,Saudi Arabia,1,1282
Sharm El Sheikh,34.658,28.628,Egypt,Jeddah,39.26,22.132,Saudi Arabia,1,857
Singapore,104.657,1.583,Singapore,Riyadh,47.164,25.596,Saudi Arabia,1,6698
Riyadh,47.164,25.596,Saudi Arabia,Sharm El Sheikh,34.658,28.628,Egypt,1,1282
Riyadh,47.164,25.596,Saudi Arabia,Singapore,104.657,1.583,Singapore,1,6698
Riyadh,47.164,25.596,Saudi Arabia,Milano,9.213,46.051,Italy,1,4050
Riyadh,47.164,25.596,Saudi Arabia,Manila,121.032,14.847,Philippines,1,7709
Riyadh,47.164,25.596,Saudi Arabia,Madras,80.3,13.657,India,1,3702
Riyadh,47.164,25.596,Saudi Arabia,Lucknow,81.482,27.267,India,1,3411
Riyadh,47.164,25.596,Saudi Arabia,Kuala Lumpur,102.183,3.242,Malaysia,1,6368
Riyadh,47.164,25.596,Saudi Arabia,Kathmandu,85.598,28.16,Nepal,1,3806
Riyadh,47.164,25.596,Saudi Arabia,New York,-73.632,41.066,United States,1,10417
Riyadh,47.164,25.596,Saudi Arabia,Washington,-77.094,39.574,United States,1,10748
Riyadh,47.164,25.596,Saudi Arabia,Hyderabad,78.779,17.755,India,1,3371
Riyadh,47.164,25.596,Saudi Arabia,Geneva,6.181,46.396,Switzerland,1,4283
Riyadh,47.164,25.596,Saudi Arabia,Rome,12.417,42.34,Italy,1,3668
Riyadh,47.164,25.596,Saudi Arabia,Kochi,76.652,10.259,India,1,3541
Riyadh,47.164,25.596,Saudi Arabia,Jakarta,107.093,-5.543,Indonesia,1,7329
Riyadh,47.164,25.596,Saudi Arabia,Guangzhou,113.497,23.654,China,1,6635
Riyadh,47.164,25.596,Saudi Arabia,Bangalore,78.113,13.583,India,1,3494
Milano,9.213,46.051,Italy,Riyadh,47.164,25.596,Saudi Arabia,1,4050
Milano,9.213,46.051,Italy,Jeddah,39.26,22.132,Saudi Arabia,1,3795
Manila,121.032,14.847,Philippines,Riyadh,47.164,25.596,Saudi Arabia,1,7709
Manila,121.032,14.847,Philippines,Jeddah,39.26,22.132,Saudi Arabia,1,8563
Manila,121.032,14.847,Philippines,Dammam,50.329,26.785,Saudi Arabia,1,7381
Mashhad,59,36,Iran,Dammam,50.329,26.785,Saudi Arabia,1,1312
Madinah,40.175,24.922,Saudi Arabia,Damascus,36.857,33.684,Syria,1,1025
Muscat,58.474,23.988,Oman,Madinah,40.175,24.922,Saudi Arabia,1,1853
Madras,80.3,13.657,India,Riyadh,47.164,25.596,Saudi Arabia,1,3702
Madras,80.3,13.657,India,Dammam,50.329,26.785,Saudi Arabia,1,3438
Lucknow,81.482,27.267,India,Riyadh,47.164,25.596,Saudi Arabia,1,3411
Kuala Lumpur,102.183,3.242,Malaysia,Riyadh,47.164,25.596,Saudi Arabia,1,6368
Kathmandu,85.598,28.16,Nepal,Riyadh,47.164,25.596,Saudi Arabia,1,3806
Johannesburg,28.41,-25.566,South Africa,Jeddah,39.26,22.132,Saudi Arabia,1,5431
New York,-73.632,41.066,United States,Riyadh,47.164,25.596,Saudi Arabia,1,10417
New York,-73.632,41.066,United States,Jeddah,39.26,22.132,Saudi Arabia,1,10161
Jeddah,39.26,22.132,Saudi Arabia,Sharm El Sheikh,34.658,28.628,Egypt,1,857
Jeddah,39.26,22.132,Saudi Arabia,Milano,9.213,46.051,Italy,1,3795
Jeddah,39.26,22.132,Saudi Arabia,Manila,121.032,14.847,Philippines,1,8563
Jeddah,39.26,22.132,Saudi Arabia,Johannesburg,28.41,-25.566,South Africa,1,5431
Jeddah,39.26,22.132,Saudi Arabia,New York,-73.632,41.066,United States,1,10161
Jeddah,39.26,22.132,Saudi Arabia,Washington,-77.094,39.574,United States,1,10498
Jeddah,39.26,22.132,Saudi Arabia,Geneva,6.181,46.396,Switzerland,1,4012
Jeddah,39.26,22.132,Saudi Arabia,Rome,12.417,42.34,Italy,1,3353
Washington,-77.094,39.574,United States,Riyadh,47.164,25.596,Saudi Arabia,1,10748
Washington,-77.094,39.574,United States,Jeddah,39.26,22.132,Saudi Arabia,1,10498
Hyderabad,78.779,17.755,India,Riyadh,47.164,25.596,Saudi Arabia,1,3371
Alexandria,30.16,31.529,Egypt,Madinah,40.175,24.922,Saudi Arabia,1,1224
Geneva,6.181,46.396,Switzerland,Riyadh,47.164,25.596,Saudi Arabia,1,4283
Geneva,6.181,46.396,Switzerland,Jeddah,39.26,22.132,Saudi Arabia,1,4012
Rome,12.417,42.34,Italy,Riyadh,47.164,25.596,Saudi Arabia,1,3668
Rome,12.417,42.34,Italy,Jeddah,39.26,22.132,Saudi Arabia,1,3353
Dammam,50.329,26.785,Saudi Arabia,Manila,121.032,14.847,Philippines,1,7381
Dammam,50.329,26.785,Saudi Arabia,Mashhad,59,36,Iran,1,1312
Dammam,50.329,26.785,Saudi Arabia,Madras,80.3,13.657,India,1,3438
Dammam,50.329,26.785,Saudi Arabia,Dhaka,90.662,24.405,Bangladesh,1,4036
Dammam,50.329,26.785,Saudi Arabia,Kochi,76.652,10.259,India,1,3315
Dammam,50.329,26.785,Saudi Arabia,Bangalore,78.113,13.583,India,1,3238
Damascus,36.857,33.684,Syria,Madinah,40.175,24.922,Saudi Arabia,1,1025
Dhaka,90.662,24.405,Bangladesh,Riyadh,47.164,25.596,Saudi Arabia,1,4365
Jakarta,107.093,-5.543,Indonesia,Riyadh,47.164,25.596,Saudi Arabia,1,7329
Guangzhou,113.497,23.654,China,Riyadh,47.164,25.596,Saudi Arabia,1,6635
Bangalore,78.113,13.583,India,Riyadh,47.164,25.596,Saudi Arabia,1,3494
Bangalore,78.113,13.583,India,Dammam,50.329,26.785,Saudi Arabia,1,3238
Beirut,35.813,34.368,Lebanon,Madinah,40.175,24.922,Saudi Arabia,1,1131
Zagreb,16.114,46.238,Croatia,Moscow,38.51,55.681,Russia,1,1874
Moscow,38.51,55.681,Russia,Zagreb,16.114,46.238,Croatia,1,1874
Moscow,38.51,55.681,Russia,Nice,7.359,44.097,France,1,2545
Moscow,38.51,55.681,Russia,Dresden,14.278,51.221,Germany,1,1669
Moscow,38.51,55.681,Russia,Colombo,80.473,7.301,Sri Lanka,1,6517
Moscow,38.51,55.681,Russia,Beirut,35.813,34.368,Lebanon,1,2378
Nice,7.359,44.097,France,Moscow,38.51,55.681,Russia,1,2545
Luanda,13.385,-8.764,Angola,Hurghada,34.332,27.297,Egypt,1,4601
Hurghada,34.332,27.297,Egypt,Luanda,13.385,-8.764,Angola,1,4601
Dresden,14.278,51.221,Germany,Moscow,38.51,55.681,Russia,1,1669
Colombo,80.473,7.301,Sri Lanka,Moscow,38.51,55.681,Russia,1,6517
Beirut,35.813,34.368,Lebanon,Moscow,38.51,55.681,Russia,1,2378
Philipsburg,-62.515,18.068,Netherlands Antilles,Pointe-a-pitre,-61.22,16.442,Guadeloupe,1,227
Philipsburg,-62.515,18.068,Netherlands Antilles,Fort-de-france,-60.339,14.985,Martinique,1,413
Paris,2.916,49.021,France,Dzaoudzi,45.468,-12.675,Mayotte,1,8028
Singapore,104.657,1.583,Singapore,Busan,129.563,35.299,South Korea,1,4547
Singapore,104.657,1.583,Singapore,Male,73.881,4.319,Maldives,1,3430
Singapore,104.657,1.583,Singapore,Rome,12.417,42.34,Italy,1,10073
Singapore,104.657,1.583,Singapore,Christchurch,172.887,-43.149,New Zealand,1,8387
Singapore,104.657,1.583,Singapore,Ahmedabad,73.057,23.128,India,1,4164
Busan,129.563,35.299,South Korea,Singapore,104.657,1.583,Singapore,1,4547
Male,73.881,4.319,Maldives,Singapore,104.657,1.583,Singapore,1,3430
Rome,12.417,42.34,Italy,Singapore,104.657,1.583,Singapore,1,10073
Christchurch,172.887,-43.149,New Zealand,Singapore,104.657,1.583,Singapore,1,8387
Ahmedabad,73.057,23.128,India,Singapore,104.657,1.583,Singapore,1,4164
Venice,12.586,45.842,Italy,Brussels,4.807,51.502,Belgium,1,849
Torino,8.082,45.334,Italy,Brussels,4.807,51.502,Belgium,1,726
Toulouse,1.606,44.048,France,Brussels,4.807,51.502,Belgium,1,862
Strasbourg,8.047,48.897,France,Brussels,4.807,51.502,Belgium,1,370
Yaounde,11.922,4.204,Cameroon,Brussels,4.807,51.502,Belgium,1,5300
Marseille,5.356,43.725,France,Brussels,4.807,51.502,Belgium,1,865
Kinshasa,15.74,-3.977,Congo (Kinshasa),Yaounde,11.922,4.204,Cameroon,1,1003
Dakar,-17.151,15.232,Senegal,Brussels,4.807,51.502,Belgium,1,4481
Paris,2.916,49.021,France,Brussels,4.807,51.502,Belgium,1,306
Brussels,4.807,51.502,Belgium,Venice,12.586,45.842,Italy,1,849
Brussels,4.807,51.502,Belgium,Torino,8.082,45.334,Italy,1,726
Brussels,4.807,51.502,Belgium,Toulouse,1.606,44.048,France,1,862
Brussels,4.807,51.502,Belgium,Strasbourg,8.047,48.897,France,1,370
Brussels,4.807,51.502,Belgium,Marseille,5.356,43.725,France,1,865
Brussels,4.807,51.502,Belgium,Dakar,-17.151,15.232,Senegal,1,4481
Brussels,4.807,51.502,Belgium,Paris,2.916,49.021,France,1,306
Brussels,4.807,51.502,Belgium,Bologna,11.481,44.892,Italy,1,885
Bologna,11.481,44.892,Italy,Brussels,4.807,51.502,Belgium,1,885
Wroclaw,17.476,51.171,Poland,Copenhagen,13.093,56.029,Denmark,1,612
Vilnius,25.476,55.056,Lithuania,Copenhagen,13.093,56.029,Denmark,1,785
Trondheim,11.54,63.762,Norway,Stockholm,18.531,60.086,Sweden,1,547
Turku,22.438,60.856,Finland,Copenhagen,13.093,56.029,Denmark,1,762
Stavanger,6.063,59.461,Norway,Copenhagen,13.093,56.029,Denmark,1,564
Pristina,21.059,42.954,Serbia,Copenhagen,13.093,56.029,Denmark,1,1561
Poznan,17.377,52.701,Poland,Copenhagen,13.093,56.029,Denmark,1,462
Palma de Mallorca,3.212,39.922,Spain,Copenhagen,13.093,56.029,Denmark,1,1931
Palanga,21.156,56.622,Lithuania,Copenhagen,13.093,56.029,Denmark,1,501
Bucharest,26.17,44.953,Romania,Copenhagen,13.093,56.029,Denmark,1,1534
Milano,9.213,46.051,Italy,Stockholm,18.531,60.086,Sweden,1,1676
Manchester,-1.792,53.589,United Kingdom,Bergen,5.363,60.488,Norway,1,879
Lyon,5.151,46.21,France,Copenhagen,13.093,56.029,Denmark,1,1222
Luxemburg,6.352,50.044,Luxembourg,Copenhagen,13.093,56.029,Denmark,1,802
Milan,9.461,45.741,Italy,Stockholm,18.531,60.086,Sweden,1,1703
Gdansk,18.777,54.629,Poland,Copenhagen,13.093,56.029,Denmark,1,391
Copenhagen,13.093,56.029,Denmark,Wroclaw,17.476,51.171,Poland,1,612
Copenhagen,13.093,56.029,Denmark,Vilnius,25.476,55.056,Lithuania,1,785
Copenhagen,13.093,56.029,Denmark,Turku,22.438,60.856,Finland,1,762
Copenhagen,13.093,56.029,Denmark,Stavanger,6.063,59.461,Norway,1,564
Copenhagen,13.093,56.029,Denmark,Pristina,21.059,42.954,Serbia,1,1561
Copenhagen,13.093,56.029,Denmark,Poznan,17.377,52.701,Poland,1,462
Copenhagen,13.093,56.029,Denmark,Palma de Mallorca,3.212,39.922,Spain,1,1931
Copenhagen,13.093,56.029,Denmark,Palanga,21.156,56.622,Lithuania,1,501
Copenhagen,13.093,56.029,Denmark,Bucharest,26.17,44.953,Romania,1,1534
Copenhagen,13.093,56.029,Denmark,Lyon,5.151,46.21,France,1,1222
Copenhagen,13.093,56.029,Denmark,Luxemburg,6.352,50.044,Luxembourg,1,802
Copenhagen,13.093,56.029,Denmark,Gdansk,18.777,54.629,Poland,1,391
Copenhagen,13.093,56.029,Denmark,Bologna,11.481,44.892,Italy,1,1243
Copenhagen,13.093,56.029,Denmark,Alesund,6.183,62.933,Norway,1,860
Copenhagen,13.093,56.029,Denmark,Aberdeen,-1.663,57.336,United Kingdom,1,911
Bologna,11.481,44.892,Italy,Copenhagen,13.093,56.029,Denmark,1,1243
Bergen,5.363,60.488,Norway,Manchester,-1.792,53.589,United Kingdom,1,879
Stockholm,18.531,60.086,Sweden,Trondheim,11.54,63.762,Norway,1,547
Stockholm,18.531,60.086,Sweden,Milano,9.213,46.051,Italy,1,1676
Stockholm,18.531,60.086,Sweden,Milan,9.461,45.741,Italy,1,1703
Stockholm,18.531,60.086,Sweden,Bergen,5.363,60.488,Norway,1,725
Alesund,6.183,62.933,Norway,Copenhagen,13.093,56.029,Denmark,1,860
Aberdeen,-1.663,57.336,United Kingdom,Copenhagen,13.093,56.029,Denmark,1,911
Zurich,8.915,47.774,Switzerland,Jersey,-1.66,49.346,Jersey,1,796
Zurich,8.915,47.774,Switzerland,Guernsey,-2.337,49.724,Guernsey,1,852
Jersey,-1.66,49.346,Jersey,Zurich,8.915,47.774,Switzerland,1,796
Jersey,-1.66,49.346,Jersey,Isle Of Man,-4.374,54.138,Isle of Man,1,564
Isle Of Man,-4.374,54.138,Isle of Man,Jersey,-1.66,49.346,Jersey,1,564
Isle Of Man,-4.374,54.138,Isle of Man,Guernsey,-2.337,49.724,Guernsey,1,510
Guernsey,-2.337,49.724,Guernsey,Zurich,8.915,47.774,Switzerland,1,852
Guernsey,-2.337,49.724,Guernsey,Isle Of Man,-4.374,54.138,Isle of Man,1,510
Guernsey,-2.337,49.724,Guernsey,Geneva,6.181,46.396,Switzerland,1,732
Varadero,-81.059,23.057,Cuba,Paris,2.916,49.021,France,1,7668
Venice,12.586,45.842,Italy,Nantes,-1.352,47.255,France,1,1075
Nantes,-1.352,47.255,France,Venice,12.586,45.842,Italy,1,1075
Male,73.881,4.319,Maldives,Paris,2.916,49.021,France,1,8264
Phuket,98.528,8.188,Thailand,Paris,2.916,49.021,France,1,9726
Paris,2.916,49.021,France,Male,73.881,4.319,Maldives,1,8264
Paris,2.916,49.021,France,Phuket,98.528,8.188,Thailand,1,9726
Paris,2.916,49.021,France,Samana,-69.57,19.445,Dominican Republic,1,7123
Samana,-69.57,19.445,Dominican Republic,Paris,2.916,49.021,France,1,7123
Wau,28.633,8.208,Sudan,Juba,32.001,5.453,South Sudan,1,481
Port Sudan,37.39,19.722,Sudan,Jeddah,39.26,22.132,Saudi Arabia,1,330
Port Sudan,37.39,19.722,Sudan,Cairo,31.675,30.203,Egypt,1,1299
Port Sudan,37.39,19.722,Sudan,Asmara,39.517,15.486,Eritrea,1,522
N'djamena,15.056,12.222,Chad,Kano,8.874,12.079,Nigeria,1,672
Khartoum,32.921,15.982,Sudan,Asmara,39.517,15.486,Eritrea,1,708
Kano,8.874,12.079,Nigeria,Khartoum,32.921,15.982,Sudan,1,2628
Juba,32.001,5.453,South Sudan,Wau,28.633,8.208,Sudan,1,481
Jeddah,39.26,22.132,Saudi Arabia,Port Sudan,37.39,19.722,Sudan,1,330
Cairo,31.675,30.203,Egypt,Port Sudan,37.39,19.722,Sudan,1,1299
Asmara,39.517,15.486,Eritrea,Port Sudan,37.39,19.722,Sudan,1,522
Asmara,39.517,15.486,Eritrea,Khartoum,32.921,15.982,Sudan,1,708
Yantai,121.619,37.669,China,Taipei,121.388,25.129,Taiwan,1,1394
Taipei,121.388,25.129,Taiwan,Yantai,121.619,37.669,China,1,1394
Jinan,117.359,37.428,China,Chingchuakang,121.034,24.441,Taiwan,1,1485
Chingchuakang,121.034,24.441,Taiwan,Jinan,117.359,37.428,China,1,1485
Wallis,-175.666,-12.731,Wallis and Futuna,Noumea,166.354,-21.358,New Caledonia,1,2135
Wallis,-175.666,-12.731,Wallis and Futuna,Nandi,177.738,-17.593,Fiji,1,890
Papeete,-149.353,-17.262,French Polynesia,Noumea,166.354,-21.358,New Caledonia,1,4655
Tokyo,140.643,36.274,Japan,Noumea,166.354,-21.358,New Caledonia,1,6954
Noumea,166.354,-21.358,New Caledonia,Wallis,-175.666,-12.731,Wallis and Futuna,1,2135
Noumea,166.354,-21.358,New Caledonia,Papeete,-149.353,-17.262,French Polynesia,1,4655
Noumea,166.354,-21.358,New Caledonia,Tokyo,140.643,36.274,Japan,1,6954
Noumea,166.354,-21.358,New Caledonia,Nandi,177.738,-17.593,Fiji,1,1264
Noumea,166.354,-21.358,New Caledonia,Osaka,135.406,34.724,Japan,1,7040
Nandi,177.738,-17.593,Fiji,Wallis,-175.666,-12.731,Wallis and Futuna,1,890
Nandi,177.738,-17.593,Fiji,Noumea,166.354,-21.358,New Caledonia,1,1264
Osaka,135.406,34.724,Japan,Noumea,166.354,-21.358,New Caledonia,1,7040
Walvis Bay,15.075,-22.967,Namibia,Johannesburg,28.41,-25.566,South Africa,1,1381
Pemba,40.87,-12.978,Mozambique,Johannesburg,28.41,-25.566,South Africa,1,1912
Ndola,29.108,-12.997,Zambia,Johannesburg,28.41,-25.566,South Africa,1,1399
Manzini,31.512,-26.216,Swaziland,Johannesburg,28.41,-25.566,South Africa,1,318
Maseru,27.92,-29.104,Lesotho,Johannesburg,28.41,-25.566,South Africa,1,396
Mpumalanga,31.176,-24.972,South Africa,Livingstone,26.371,-17.703,Zambia,1,948
Maputo,32.954,-25.869,Mozambique,Durban,31.584,-29.951,South Africa,1,473
Maputo,32.954,-25.869,Mozambique,Cape Town,19.002,-33.942,South Africa,1,1614
Livingstone,26.371,-17.703,Zambia,Mpumalanga,31.176,-24.972,South Africa,1,948
Lusaka,28.754,-14.885,Zambia,Johannesburg,28.41,-25.566,South Africa,1,1188
Lilongwe,34.301,-13.649,Malawi,Johannesburg,28.41,-25.566,South Africa,1,1461
Libreville,9.687,0.764,Gabon,Johannesburg,28.41,-25.566,South Africa,1,3552
Johannesburg,28.41,-25.566,South Africa,Walvis Bay,15.075,-22.967,Namibia,1,1381
Johannesburg,28.41,-25.566,South Africa,Pemba,40.87,-12.978,Mozambique,1,1912
Johannesburg,28.41,-25.566,South Africa,Ndola,29.108,-12.997,Zambia,1,1399
Johannesburg,28.41,-25.566,South Africa,Manzini,31.512,-26.216,Swaziland,1,318
Johannesburg,28.41,-25.566,South Africa,Maseru,27.92,-29.104,Lesotho,1,396
Johannesburg,28.41,-25.566,South Africa,Lusaka,28.754,-14.885,Zambia,1,1188
Johannesburg,28.41,-25.566,South Africa,Lilongwe,34.301,-13.649,Malawi,1,1461
Johannesburg,28.41,-25.566,South Africa,Libreville,9.687,0.764,Gabon,1,3552
Johannesburg,28.41,-25.566,South Africa,Sao Paulo,-46.116,-23.054,Brazil,1,7452
Johannesburg,28.41,-25.566,South Africa,Kinshasa,15.74,-3.977,Congo (Kinshasa),1,2755
Johannesburg,28.41,-25.566,South Africa,Lubumashi,27.884,-11.319,Congo (Kinshasa),1,1585
Johannesburg,28.41,-25.566,South Africa,Buenos Aires,-58.227,-34.704,Argentina,1,8138
Johannesburg,28.41,-25.566,South Africa,Entebbe,32.739,0.07,Uganda,1,2888
Johannesburg,28.41,-25.566,South Africa,Bulawayo,29.029,-19.363,Zimbabwe,1,692
Johannesburg,28.41,-25.566,South Africa,Blantyre,35.623,-15.466,Malawi,1,1350
Johannesburg,28.41,-25.566,South Africa,Nampula,39.469,-14.51,Mozambique,1,1685
Johannesburg,28.41,-25.566,South Africa,Accra,0.388,6.008,Ghana,1,4635
Sao Paulo,-46.116,-23.054,Brazil,Johannesburg,28.41,-25.566,South Africa,1,7452
Kinshasa,15.74,-3.977,Congo (Kinshasa),Johannesburg,28.41,-25.566,South Africa,1,2755
Lubumashi,27.884,-11.319,Congo (Kinshasa),Johannesburg,28.41,-25.566,South Africa,1,1585
Buenos Aires,-58.227,-34.704,Argentina,Johannesburg,28.41,-25.566,South Africa,1,8138
Entebbe,32.739,0.07,Uganda,Johannesburg,28.41,-25.566,South Africa,1,2888
