departure city,arrival city,number of routes,distance
Cali,Guayaquil,2,745
Belize City,San Salvador,2,467
Bogota,San JoseC,2,1268
Bogota,SantiagoC,2,4254
Bogota,San Salvador,2,1885
Bogota,Panama City,2,739
Bogota,Orlando,2,2728
Bogota,Madrid,2,7979
Bogota,New York,2,3991
Bogota,Guayaquil,2,1021
Bogota,Frankfurt,2,9030
ValenciaS,Casablanca,2,940
Tanger,Paris,2,1592
Tanger,Madrid,2,559
Malabo,Libreville,2,392
Monrovia,Freetown,2,419
Rabat,Madrid,2,803
Marrakech,Nantes,2,1770
Marrakech,Madrid,2,1046
Marrakech,Brussels,2,2384
Bissau,Banjul,2,160
Paris,Tanger,2,1592
Paris,Fez,2,1734
Nantes,Marrakech,2,1770
Nouakschott,Casablanca,2,1919
Madrid,Tanger,2,559
Madrid,Rabat,2,803
Madrid,Marrakech,2,1046
Madrid,Casablanca,2,877
Lisbon,Casablanca,2,642
London,Casablanca,2,2103
Lome,Cotonou,2,138
Lome,Accra,2,118
Libreville,Malabo,2,392
New York,Casablanca,2,5780
Jeddah,Casablanca,2,4711
Frankfurt,Casablanca,2,2257
Freetown,Monrovia,2,419
Fez,Paris,2,1734
Rome,Casablanca,2,1976
Cotonou,Lome,2,138
Casablanca,ValenciaS,2,940
Casablanca,Bissau,2,2488
Casablanca,Nouakschott,2,1919
Casablanca,Madrid,2,877
Casablanca,Lisbon,2,642
Casablanca,London,2,2103
Casablanca,New York,2,5780
Casablanca,Jeddah,2,4711
Casablanca,Frankfurt,2,2257
Casablanca,Rome,2,1976
Casablanca,Cairo,2,3678
Casablanca,Abu Dhabi,2,6050
Casablanca,Malaga,2,483
Cairo,Casablanca,2,3678
Brussels,Agadir,2,2591
Abu Dhabi,Casablanca,2,6050
Malaga,Casablanca,2,483
Victoria,Seattle,2,172
Seattle,Victoria,2,172
Puerto Vallarta,Los Angeles,2,1978
Los Angeles,Puerto Vallarta,2,1978
SantiagoC,Mendoza,2,188
Mendoza,SantiagoC,2,188
Rome,Buenos Aires,2,11173
Buenos Aires,Rome,2,11173
Buenos Aires,Caracas,2,5165
Buenos Aires,Bogota,2,4716
Caracas,Buenos Aires,2,5165
Bogota,Buenos Aires,2,4716
Pisa,Prague,2,728
Prague,Pisa,2,728
Zacatecas,Chicago,2,2519
Montreal,Atlanta,2,1577
Tijuana,Tokyo,2,8880
Salt Lake City,San Jose Del Cabo,2,2020
Salt Lake City,Puerto Vallarta,2,2343
Salt Lake City,Mexico City,2,2718
San Jose Del Cabo,Salt Lake City,2,2020
San Jose Del Cabo,Atlanta,2,2751
SantiagoC,Mexico City,2,6563
San Antonio,Monterrey,2,422
Raleigh-durham,Cancun,2,1885
Puerto Vallarta,Salt Lake City,2,2343
Puerto Vallarta,Atlanta,2,2487
Panama City,Mexico City,2,2403
Panama City,Guadalajara,2,2872
Panama City,Cancun,2,1570
Chicago,Zacatecas,2,2519
Chicago,Monterrey,2,2103
Monterrey,San Antonio,2,422
Merida,Miami,2,1110
Miami,Merida,2,1110
Managua,Panama City,2,804
Mexico City,Salt Lake City,2,2718
Mexico City,SantiagoC,2,6563
Mexico City,Panama City,2,2403
Mexico City,Orlando,2,2042
Mexico City,Sao Paulo,2,7406
Mexico City,Buenos Aires,2,7395
Mexico City,Detroit,2,2907
Orlando,Mexico City,2,2042
Los Angeles,Hermosillo,2,936
Las Vegas,Guadalajara,2,2044
Hermosillo,Los Angeles,2,936
Sao Paulo,Mexico City,2,7406
Guadalajara,Panama City,2,2872
Guadalajara,Las Vegas,2,2044
Guadalajara,Fresno,2,2433
Fresno,Guadalajara,2,2433
Buenos Aires,Mexico City,2,7395
Detroit,Mexico City,2,2907
Cozumel,Atlanta,2,1492
Cancun,Raleigh-durham,2,1885
Cancun,Panama City,2,1570
Cancun,Windsor Locks,2,2738
Windsor Locks,Cancun,2,2738
Atlanta,Montreal,2,1577
Atlanta,San Jose Del Cabo,2,2751
Atlanta,Puerto Vallarta,2,2487
Atlanta,Cozumel,2,1492
Taipei,Kota Kinabalu,2,2140
Siem-reap,Kuala Lumpur,2,1185
Phnom-penh,Kuala Lumpur,2,1027
Kuala Lumpur,Surabaya,2,1677
Kuala Lumpur,Siem-reap,2,1185
Kuala Lumpur,Phnom-penh,2,1027
Kuala Lumpur,Bandung,2,1291
Kota Kinabalu,Taipei,2,2140
Bandung,Kuala Lumpur,2,1291
Zurich,Delhi,2,6094
Zurich,Bombay,2,6554
Vienna,Delhi,2,5495
Vienna,Bombay,2,5970
Trivandrum,Male,2,641
Moscow,Delhi,2,4256
Sharjah,Dammam,2,568
Sharjah,Calicut,2,2698
Riyadh,Delhi,2,2981
Shanghai,Delhi,2,4323
Tokyo,Delhi,2,5896
Munich,Delhi,2,5836
Munich,Bombay,2,6315
Plaisance,Delhi,2,5818
Plaisance,Bombay,2,4666
Plaisance,Bangalore,2,4331
Male,Trivandrum,2,641
Muscat,Madras,2,2563
Muscat,Hyderabad,2,2217
Muscat,Delhi,2,1938
Madras,Plaisance,2,4463
Madras,Muscat,2,2563
Madras,Frankfurt,2,7523
Jeddah,Calicut,2,4144
Istanbul,Delhi,2,4500
Istanbul,Bombay,2,4839
Hyderabad,Muscat,2,2217
Hyderabad,Dammam,2,3086
Frankfurt,Pune,2,6673
Frankfurt,Madras,2,7523
Frankfurt,Delhi,2,6072
Frankfurt,Calcutta,2,7352
Frankfurt,Bombay,2,6581
Frankfurt,Bangalore,2,7374
Dubai,Calicut,2,2712
Dammam,Sharjah,2,568
Dammam,Hyderabad,2,3086
Dammam,Delhi,2,2643
Delhi,Zurich,2,6094
Delhi,Vienna,2,5495
Delhi,Moscow,2,4256
Delhi,Riyadh,2,2981
Delhi,Shanghai,2,4323
Delhi,Tokyo,2,5896
Delhi,Munich,2,5836
Delhi,Plaisance,2,5818
Delhi,Muscat,2,1938
Delhi,Istanbul,2,4500
Delhi,Frankfurt,2,6072
Delhi,Dammam,2,2643
Kochi,Riyadh,2,3541
Kochi,Dammam,2,3315
Calcutta,Frankfurt,2,7352
Calicut,Sharjah,2,2698
Calicut,Jeddah,2,4144
Calicut,Dubai,2,2712
Bombay,Zurich,2,6554
Bombay,Vienna,2,5970
Bombay,Munich,2,6315
Bombay,Plaisance,2,4666
Bombay,Istanbul,2,4839
Bombay,Frankfurt,2,6581
Bombay,Addis Ababa,2,3815
Bangalore,Frankfurt,2,7374
Addis Ababa,Bombay,2,3815
Toulouse,Oran,2,906
Toulouse,Algier,2,781
Tlemcen,Paris,2,1590
Tlemcen,Marseille,2,1113
Setif,Paris,2,1430
Setif,Marseille,2,826
Setif,Lyon,2,1102
Paris,Tlemcen,2,1590
Paris,Setif,2,1430
Paris,Constantine,2,1436
Paris,Biskra,2,1547
Paris,Batna,2,1449
Paris,Bejaja,2,1327
Oran,Toulouse,2,906
Oran,Marseille,2,983
Oran,Lyon,2,1221
Oran,Lille,2,1680
Marseille,Tlemcen,2,1113
Marseille,Setif,2,826
Marseille,Oran,2,983
Marseille,Constantine,2,820
Marseille,Bejaja,2,727
Marseille,Annaba,2,750
Mulhouse,Constantine,2,1283
Madrid,Algier,2,703
Lyon,Setif,2,1102
Lyon,Oran,2,1221
Lyon,Constantine,2,1095
Lyon,Algier,2,1018
Lille,Oran,2,1680
Lille,Algier,2,1532
London,Algier,2,1650
Istanbul,Algier,2,2279
Frankfurt,Algier,2,1500
Rome,Algier,2,964
Damascus,Algier,2,3044
Constantine,Paris,2,1436
Constantine,Marseille,2,820
Constantine,Mulhouse,2,1283
Constantine,Lyon,2,1095
Casablanca,Algier,2,1044
Cairo,Algier,2,2720
Biskra,Paris,2,1547
Batna,Paris,2,1449
Bejaja,Paris,2,1327
Bejaja,Marseille,2,727
BarcelonaS,Algier,2,494
Algier,Toulouse,2,781
Algier,Madrid,2,703
Algier,Lyon,2,1018
Algier,Lille,2,1532
Algier,London,2,1650
Algier,Istanbul,2,2279
Algier,Frankfurt,2,1500
Algier,Rome,2,964
Algier,Damascus,2,3044
Algier,Casablanca,2,1044
Algier,Cairo,2,2720
Algier,BarcelonaS,2,494
Annaba,Marseille,2,750
Warsaw,Paris,2,1362
Villafranca,Paris,2,745
Vienna,Lyon,2,916
Tunis,Nice,2,784
Tunis,Marseille,2,819
Tunis,Lyon,2,1068
Torino,Paris,2,565
Toulouse,Amsterdam,2,979
Strasbourg,Amsterdam,2,447
Moscow,Paris,2,2497
Stuttgart,Lyon,2,454
Stuttgart,Paris,2,470
Stuttgart,Atlanta,2,7445
Southampton,Rennes,2,388
Southampton,Paris,2,394
Southampton,Limoges,2,594
Southampton,Chambery,2,817
Sofia,Paris,2,1721
Salt Lake City,Paris,2,8125
Santo Domingo,Fort-de-france,2,1054
Santo Domingo,Paris,2,7172
SantiagoC,Paris,2,11652
Riyadh,Paris,2,4606
Rotterdam,London,2,340
Rennes,Southampton,2,388
Shanghai,Paris,2,9266
Pointe-a-pitre,Port-au-prince,2,1157
Prague,Lyon,2,815
Palma de Mallorca,Paris,2,1012
Port-au-prince,Pointe-a-pitre,2,1157
Aviles,Paris,2,849
Bucharest,Lyon,2,1636
Bucharest,Paris,2,1813
Paris,Southampton,2,394
Paris,Palma de Mallorca,2,1012
Paris,Milano,2,576
Paris,Cayenne,2,7058
Nuernberg,Paris,2,599
Nantes,Milano,2,816
Nantes,Manchester,2,704
Nantes,London,2,512
Nantes,Amsterdam,2,752
Yaounde,Paris,2,5055
Nice,Tunis,2,784
Nice,New York,2,6358
Nairobi,Paris,2,6462
Milano,Nantes,2,816
Milano,Marseille,2,398
Munich,Atlanta,2,7665
Minneapolis,Paris,2,6721
Marseille,Tunis,2,819
Marseille,Milano,2,398
Marseille,Istanbul,2,1968
Marseille,Amsterdam,2,977
Orlando,Paris,2,7209
Manchester,Nantes,2,704
Madrid,Atlanta,2,6914
Lyon,Vienna,2,916
Lyon,Tunis,2,1068
Lyon,Stuttgart,2,454
Lyon,Prague,2,815
Lyon,Bucharest,2,1636
Lyon,Duesseldorf,2,606
Lyon,Bologna,2,514
Lyon,Amsterdam,2,701
Luxemburg,Paris,2,272
Lisbon,Bordeaux,2,943
Limoges,Southampton,2,594
Leipzig,Paris,2,735
St. Petersburg,Paris,2,2145
London,Rotterdam,2,340
London,Nantes,2,512
Luanda,Paris,2,6506
Kiev,Paris,2,2045
Johannesburg,Paris,2,8671
Jeddah,Paris,2,4371
Istanbul,Marseille,2,1968
Helsinki,Paris,2,1920
Havana,Paris,2,7689
Hannover,Paris,2,655
Moroni,Nairobi,2,1323
Guayaquil,Amsterdam,2,9815
Baku,Paris,2,3761
Sao Paulo,Paris,2,9369
Gothenborg,Paris,2,1188
Genoa,Paris,2,688
Rio De Janeiro,Paris,2,9165
Frankfurt,Cluj-napoca,2,1157
Firenze,Paris,2,825
Fort-de-france,Cayenne,2,1409
Exeter,Chambery,2,901
Exeter,Paris,2,489
Yerevan,Paris,2,3396
Duesseldorf,Lyon,2,606
Duesseldorf,Atlanta,2,7201
Dublin,Atlanta,2,6288
Douala,Paris,2,5052
Delhi,Paris,2,6515
Cardiff,Paris,2,506
Cincinnati,Paris,2,6676
Cancun,Paris,2,8236
Chambery,Southampton,2,817
Chambery,Exeter,2,901
Chambery,Birmingham,2,943
Cluj-napoca,Frankfurt,2,1157
Clermont Ferrand,Amsterdam,2,704
Paris,Warsaw,2,1362
Paris,Villafranca,2,745
Paris,Torino,2,565
Paris,Antananarivo,2,8733
Paris,Moscow,2,2497
Paris,Stuttgart,2,470
Paris,Sofia,2,1721
Paris,Salt Lake City,2,8125
Paris,Santo Domingo,2,7172
Paris,SantiagoC,2,11652
Paris,Riyadh,2,4606
Paris,Shanghai,2,9266
Paris,Aviles,2,849
Paris,Bucharest,2,1813
Paris,Nuernberg,2,599
Paris,Yaounde,2,5055
Paris,Nairobi,2,6462
Paris,Minneapolis,2,6721
Paris,Orlando,2,7209
Paris,Luxemburg,2,272
Paris,Leipzig,2,735
Paris,St. Petersburg,2,2145
Paris,Luanda,2,6506
Paris,Kiev,2,2045
Paris,Johannesburg,2,8671
Paris,Jeddah,2,4371
Paris,Helsinki,2,1920
Paris,Havana,2,7689
Paris,Hannover,2,655
Paris,Baku,2,3761
Paris,Sao Paulo,2,9369
Paris,Gothenborg,2,1188
Paris,Genoa,2,688
Paris,Rio De Janeiro,2,9165
Paris,Firenze,2,825
Paris,Exeter,2,489
Paris,Yerevan,2,3396
Paris,Douala,2,5052
Paris,Delhi,2,6515
Paris,Cardiff,2,506
Paris,Cincinnati,2,6676
Paris,Cancun,2,8236
Paris,Guangzhou,2,9422
Paris,Bremen,2,634
Paris,Boston,2,5498
Paris,Billund,2,907
Paris,Bamako,2,4139
Paris,Birmingham,2,521
Paris,Beirut,2,3144
Paris,Beograd,2,1386
Paris,Abu Dhabi,2,5234
Paris,Amsterdam,2,422
Paris,Abidjan,2,4888
Cayenne,Paris,2,7058
Cayenne,Fort-de-france,2,1409
Guangzhou,Paris,2,9422
Cairo,Paris,2,3198
Basel-Mulhouse-Freiburg,Amsterdam,2,536
Bremen,Paris,2,634
Boston,Paris,2,5498
Bordeaux,Lisbon,2,943
Bordeaux,Amsterdam,2,898
Bologna,Lyon,2,514
Billund,Paris,2,907
Birmingham,Chambery,2,943
Birmingham,Paris,2,521
Beograd,Paris,2,1386
BarcelonaS,Atlanta,2,7298
Abu Dhabi,Paris,2,5234
Atlanta,Stuttgart,2,7445
Atlanta,Munich,2,7665
Atlanta,Madrid,2,6914
Atlanta,Duesseldorf,2,7201
Atlanta,Dublin,2,6288
Atlanta,BarcelonaS,2,7298
Amsterdam,Quito,2,9524
Amsterdam,Toulouse,2,979
Amsterdam,Strasbourg,2,447
Amsterdam,Nantes,2,752
Amsterdam,Marseille,2,977
Amsterdam,Lyon,2,701
Amsterdam,Clermont Ferrand,2,704
Amsterdam,Paris,2,422
Amsterdam,Basel-Mulhouse-Freiburg,2,536
Amsterdam,Bordeaux,2,898
Amman,Paris,2,3364
Abidjan,Paris,2,4888
Taipei,Kalibo,2,1451
Chingchuakang,Ninbo,2,664
Chingchuakang,Hong Kong,2,697
Chingchuakang,Hangzhou,2,661
Chingchuakang,Fuzhou,2,253
Ninbo,Chingchuakang,2,664
Kalibo,Taipei,2,1451
Kaohsiung,Hangzhou,2,825
Kaohsiung,Changcha,2,936
Hong Kong,Chingchuakang,2,697
Hangzhou,Chingchuakang,2,661
Hangzhou,Kaohsiung,2,825
Fuzhou,Chingchuakang,2,253
Changcha,Kaohsiung,2,936
Zurich,Toronto,2,6449
Zurich,Montreal,2,5971
Zihuatanejo,Calgary,2,3845
Zihuatanejo,Montreal,2,3996
Toronto,Zurich,2,6449
Toronto,Warsaw,2,6912
Toronto,Hewandorra,2,3758
Toronto,Tampa,2,1742
Toronto,Tel-aviv,2,9284
Toronto,Philipsburg,2,3298
Toronto,St. Louis,2,1030
Toronto,Santa Clara,2,2369
Toronto,San Juan,2,3112
Toronto,Seattle,2,3266
Toronto,Fort Myers,2,1926
Toronto,Raleigh-durham,2,854
Toronto,Puerto Vallarta,2,3461
Toronto,Shanghai,2,11349
Toronto,Punta Cana,2,2995
Toronto,Puerto Plata,2,2784
Toronto,Providenciales,2,2526
Toronto,Pittsburgh (pennsylva),2,368
Toronto,Phoenix,2,2973
Toronto,Tokyo,2,10206
Toronto,Nassau,2,2129
Toronto,Munich,2,6611
Toronto,New Orleans,2,1753
Toronto,Milwaukee,2,679
Toronto,Memphis,2,1352
Toronto,Kansas City,2,1353
Toronto,La Romana,2,2987
Toronto,Hong Kong,2,12470
Toronto,Sao Paulo,2,8202
Toronto,Point Salines,2,3953
Toronto,GeorgetownC,2,2743
Toronto,Duesseldorf,2,6137
Toronto,Denver,2,2094
Toronto,Cozumel,2,2677
Toronto,Columbus,2,477
Toronto,Charlotte,2,983
Toronto,Cayo Coco,2,2367
Toronto,Baltimore,2,590
Toronto,Bogota,2,4369
Toronto,Nashville,2,1065
Toronto,Bridgetown,2,3948
Toronto,Windsor Locks,2,585
Toronto,Bermuda,2,1820
Toronto,Samana,2,2892
Calgary,Zihuatanejo,2,3845
Calgary,Varadero,2,4177
Calgary,San Francisco,2,1610
Calgary,Kahului,2,4939
Calgary,Honolulu,2,5051
Calgary,Newark,2,3211
Saskatoon,Denver,2,1326
Winnipeg,Montego Bay,2,3897
Vancouver,San Jose Del Cabo,2,3117
Vancouver,San Diego,2,1857
Vancouver,Beijing,2,8484
Vancouver,Kahului,2,4265
Vancouver,Kona,2,4343
Vancouver,Frankfurt,2,8041
Vancouver,Auckland,2,11312
Montreal,Zurich,2,5971
Montreal,Zihuatanejo,2,3996
Montreal,Santa Clara,2,2616
Montreal,Puerto Vallarta,2,3939
Montreal,Punta Cana,2,3028
Montreal,Munich,2,6138
Montreal,Montego Bay,2,3022
Montreal,Holguin,2,2729
Montreal,Frankfurt,2,5843
Montreal,Denver,2,2559
Montreal,Cayo,2,2731
Regina,Denver,2,1143
Ottawa,Montego Bay,2,2976
Ottawa,New York,2,518
Ottawa,Holguin,2,2694
Ottawa,Fort Lauderdale,2,2190
Halifax,Chicago,2,1987
Halifax,Orlando,2,2422
Edmonton,San Francisco,2,1844
Warsaw,Toronto,2,6912
Varadero,Calgary,2,4177
Vilnius,Frankfurt,2,1247
Hewandorra,Toronto,2,3758
Tampa,Toronto,2,1742
Tel-aviv,Toronto,2,9284
Philipsburg,Toronto,2,3298
St. Louis,Toronto,2,1030
Santa Clara,Toronto,2,2369
Santa Clara,Montreal,2,2616
San Juan,Toronto,2,3112
San Jose Del Cabo,Vancouver,2,3117
San Francisco,Edmonton,2,1844
Seattle,Toronto,2,3266
San Diego,Toronto,2,3419
San Diego,Vancouver,2,1857
Fort Myers,Toronto,2,1926
Raleigh-durham,Toronto,2,854
Puerto Vallarta,Toronto,2,3461
Puerto Vallarta,Montreal,2,3939
Shanghai,Toronto,2,11349
Punta Cana,Toronto,2,2995
Punta Cana,Montreal,2,3028
Punta Cana,Ottawa,2,3036
Puerto Plata,Toronto,2,2784
Providenciales,Toronto,2,2526
Pittsburgh (pennsylva),Toronto,2,368
Phoenix,Toronto,2,2973
Beijing,Vancouver,2,8484
Chicago,Halifax,2,1987
Kahului,Calgary,2,4939
Kahului,Vancouver,2,4265
Tokyo,Toronto,2,10206
Nassau,Toronto,2,2129
Munich,Toronto,2,6611
Munich,Montreal,2,6138
Munich,Sofia,2,1065
New Orleans,Toronto,2,1753
Milwaukee,Toronto,2,679
Memphis,Toronto,2,1352
Orlando,Halifax,2,2422
Kansas City,Toronto,2,1353
Montego Bay,Winnipeg,2,3897
Montego Bay,Montreal,2,3022
Montego Bay,Ottawa,2,2976
La Romana,Toronto,2,2987
New York,Ottawa,2,518
Kona,Vancouver,2,4343
Indianapolis,Toronto,2,687
Holguin,Montreal,2,2729
Holguin,Ottawa,2,2694
Honolulu,Calgary,2,5051
Hong Kong,Toronto,2,12470
Sao Paulo,Toronto,2,8202
Point Salines,Toronto,2,3953
GeorgetownC,Toronto,2,2743
Frankfurt,Vancouver,2,8041
Frankfurt,Ottawa,2,5976
Frankfurt,Vilnius,2,1247
Frankfurt,Naples,2,1045
Fort Lauderdale,Ottawa,2,2190
Newark,Calgary,2,3211
Duesseldorf,Toronto,2,6137
Denver,Toronto,2,2094
Denver,Saskatoon,2,1326
Denver,Montreal,2,2559
Denver,Regina,2,1143
Cozumel,Toronto,2,2677
Cayo,Montreal,2,2731
Columbus,Toronto,2,477
Charlotte,Toronto,2,983
Cayo Coco,Toronto,2,2367
Baltimore,Toronto,2,590
Bogota,Toronto,2,4369
Nashville,Toronto,2,1065
Bridgetown,Toronto,2,3948
Windsor Locks,Toronto,2,585
Bermuda,Toronto,2,1820
Samana,Toronto,2,2892
Auckland,Vancouver,2,11312
Zurich,Tenerife,2,3085
Zurich,Gran Canaria,2,2964
Zurich,Fuerteventura,2,2876
Zurich,Las Palmas,2,2778
Villafranca,Berlin,2,821
Villafranca,Duesseldorf,2,717
Vienna,Palma de Mallorca,2,1427
Venice,Stuttgart,2,439
Venice,Duesseldorf,2,738
Berlin,Villafranca,2,821
Berlin,Palma de Mallorca,2,1643
Berlin,Beijing,2,7338
Berlin,Oslo,2,833
Berlin,Helsinki,2,1119
Berlin,Catania,2,1689
Berlin,Basel-Mulhouse-Freiburg,2,677
Berlin,Bari,2,1331
Berlin,Amman,2,2958
Berlin,Malaga,2,2226
Tenerife,Zurich,2,3085
Tenerife,Paderborn,2,3389
Tenerife,Leipzig,2,3547
Tenerife,Bremen,2,3483
Salzburg,Palma de Mallorca,2,1216
Stuttgart,Venice,2,439
Stuttgart,Marsa Alam,2,3396
Stuttgart,Palermo,2,1244
Stuttgart,Naples,2,941
Stuttgart,Helsinki,2,1628
Stuttgart,Firenze,2,554
Stuttgart,Catania,2,1345
Santa Cruz De La Palma,Hamburg,2,3592
Santa Cruz De La Palma,Duesseldorf,2,3235
Palermo,Stuttgart,2,1244
Palermo,Munich,2,1146
Palma de Mallorca,Vienna,2,1427
Palma de Mallorca,Berlin,2,1643
Palma de Mallorca,Salzburg,2,1216
Palma de Mallorca,Lisbon,2,1010
Beijing,Berlin,2,7338
Paderborn,Tenerife,2,3389
Paderborn,Gran Canaria,2,3278
Paderborn,Fuerteventura,2,3199
Oslo,Berlin,2,833
Olbia,Munich,2,811
Olbia,Duesseldorf,2,1127
Nuernberg,London,2,816
Nuernberg,Rome,2,838
Nuernberg,Catania,2,1377
Nice,Duesseldorf,2,821
Enfidha,Munich,2,1391
Enfidha,Duesseldorf,2,1729
Naples,Stuttgart,2,941
Munich,Palermo,2,1146
Munich,Olbia,2,811
Munich,Funchal,2,2947
Munich,Djerba,2,1573
Munich,Brindisi,2,967
Munich,Amman,2,2729
Manchester,Istanbul,2,2656
Gran Canaria,Zurich,2,2964
Gran Canaria,Paderborn,2,3278
Gran Canaria,Leipzig,2,3431
Gran Canaria,Basel-Mulhouse-Freiburg,2,2918
Lisbon,Palma de Mallorca,2,1010
London,Nuernberg,2,816
Leipzig,Tenerife,2,3547
Leipzig,Gran Canaria,2,3431
Istanbul,Manchester,2,2656
Hurghada,Stuttgart,2,3234
Hurghada,Leipzig,2,3276
Hurghada,Hamburg,2,3546
Hurghada,Duesseldorf,2,3514
Helsinki,Berlin,2,1119
Helsinki,Stuttgart,2,1628
Helsinki,Hamburg,2,1147
Helsinki,Duesseldorf,2,1510
Hamburg,Hurghada,2,3546
Hamburg,Helsinki,2,1147
Hamburg,Budapest,2,933
Hannover,Hurghada,2,3466
Hannover,Las Palmas,2,3211
Fuerteventura,Zurich,2,2876
Fuerteventura,Paderborn,2,3199
Fuerteventura,Leipzig,2,3348
Frankfurt,Catania,2,1450
Frankfurt,Antalya,2,2263
Firenze,Stuttgart,2,554
Firenze,Duesseldorf,2,848
Rome,Nuernberg,2,838
Duesseldorf,Villafranca,2,717
Duesseldorf,Venice,2,738
Duesseldorf,Santa Cruz De La Palma,2,3235
Duesseldorf,Olbia,2,1127
Duesseldorf,Nice,2,821
Duesseldorf,Hurghada,2,3514
Duesseldorf,Helsinki,2,1510
Duesseldorf,Firenze,2,848
Duesseldorf,Djerba,2,1920
Duesseldorf,Catania,2,1642
Catania,Berlin,2,1689
Catania,Stuttgart,2,1345
Catania,Nuernberg,2,1377
Catania,Frankfurt,2,1450
Catania,Duesseldorf,2,1642
Catania,Cologne,2,1640
Cologne,Catania,2,1640
Budapest,Hamburg,2,933
Basel-Mulhouse-Freiburg,Berlin,2,677
Basel-Mulhouse-Freiburg,Gran Canaria,2,2918
Bari,Berlin,2,1331
Bremen,Tenerife,2,3483
Brindisi,Munich,2,967
Antalya,Frankfurt,2,2263
Amman,Berlin,2,2958
Amman,Munich,2,2729
Malaga,Berlin,2,2226
Las Palmas,Zurich,2,2778
Las Palmas,Hannover,2,3211
Calgary,San Diego,2,2015
Calgary,Dallas-fort Worth,2,2399
Vancouver,New York,2,3876
Vancouver,Dallas-fort Worth,2,2783
Montreal,Dallas-fort Worth,2,2371
Halifax,New York,2,976
Edmonton,Los Angeles,2,2138
Quito,Miami,2,2884
Berlin,Miami,2,7913
Berlin,New York,2,6319
Tegucigalpa,Miami,2,1535
Sydney,Dallas-fort Worth,2,13876
Philipsburg,New York,2,2768
San Juan,Miami,2,1708
San Juan,Windsor Locks,2,2733
San Francisco,Lima,2,7243
Santo Domingo,San Juan,2,433
SantiagoC,Los Angeles,2,8991
SantiagoC,Dallas-fort Worth,2,7868
San Diego,Calgary,2,2015
San Diego,Puerto Vallarta,2,1783
Fort Myers,Duesseldorf,2,7628
Puerto Vallarta,San Diego,2,1783
Port-of-spain,Miami,2,2616
Providenciales,New York,2,2095
Port-au-prince,New York,2,2463
Port-au-prince,Fort Lauderdale,2,1125
Tokyo,Dallas-fort Worth,2,10257
Nandi,Faleolo,2,1245
Morelia,Dallas-fort Worth,2,1506
Miami,Quito,2,2884
Miami,Berlin,2,7913
Miami,Tegucigalpa,2,1535
Miami,St. Thomas,2,1752
Miami,Port-of-spain,2,2616
Miami,Rio Negro,2,2286
Miami,Kingston,2,922
Miami,Guayaquil,2,3104
Miami,GeorgetownC,2,768
Miami,Cali,2,2526
Miami,Oranjestad,2,1855
Mexico City,Dallas-fort Worth,2,1544
Rio Negro,Miami,2,2286
Lima,San Francisco,2,7243
Los Angeles,Edmonton,2,2138
Los Angeles,SantiagoC,2,8991
Los Angeles,Hong Kong,2,11587
Kingston,Miami,2,922
New York,Vancouver,2,3876
New York,Halifax,2,976
New York,Berlin,2,6319
New York,Philipsburg,2,2768
New York,St. Thomas,2,2635
New York,Providenciales,2,2095
New York,Port-au-prince,2,2463
New York,Hong Kong,2,12895
New York,Helsinki,2,6580
New York,Cancun,2,2546
New York,Bridgetown,2,3410
New York,Bermuda,2,1243
New York,Antigua,2,2887
Hong Kong,Los Angeles,2,11587
Hong Kong,New York,2,12895
Helsinki,New York,2,6580
Guayaquil,Miami,2,3104
GeorgetownC,Miami,2,768
Fort Lauderdale,Port-au-prince,2,1125
Duesseldorf,Fort Myers,2,7628
Dallas-fort Worth,Calgary,2,2399
Dallas-fort Worth,Vancouver,2,2783
Dallas-fort Worth,Montreal,2,2371
Dallas-fort Worth,SantiagoC,2,7868
Dallas-fort Worth,Tokyo,2,10257
Dallas-fort Worth,Morelia,2,1506
Dallas-fort Worth,Mexico City,2,1544
Dallas-fort Worth,Cancun,2,1674
Dallas-fort Worth,Brisbane,2,13413
Cancun,New York,2,2546
Cancun,Dallas-fort Worth,2,1674
Cali,Miami,2,2526
Boston,St. Thomas,2,2721
Bridgetown,New York,2,3410
Windsor Locks,San Juan,2,2733
Bermuda,New York,2,1243
Oranjestad,Miami,2,1855
Faleolo,Honolulu,2,4186
Antigua,New York,2,2887
Vienna,Tbilisi,2,2329
Tbilisi,Vienna,2,2329
Tbilisi,Riga,2,2262
Tbilisi,Dubai,2,2070
Tbilisi,Moscow,2,1592
Riga,Tbilisi,2,2262
Dubai,Tbilisi,2,2070
Moscow,Tbilisi,2,1592
Moscow,Batumi,2,1540
Batumi,Moscow,2,1540
Vienna,Athens,2,1233
Tel-aviv,Athens,2,1226
Thessaloniki,Munich,2,1236
Thessaloniki,Frankfurt,2,1530
Thessaloniki,Duesseldorf,2,1718
Thessaloniki,Moscow,2,1972
Munich,Thessaloniki,2,1236
Lisbon,Athens,2,2851
Frankfurt,Thessaloniki,2,1530
Frankfurt,Athens,2,1777
Duesseldorf,Thessaloniki,2,1718
Duesseldorf,Athens,2,1968
Moscow,Thessaloniki,2,1972
Moscow,Athens,2,2167
Copenhagen,Athens,2,2120
Athens,Vienna,2,1233
Athens,Tel-aviv,2,1226
Athens,Lisbon,2,2851
Athens,Frankfurt,2,1777
Athens,Duesseldorf,2,1968
Athens,Moscow,2,2167
Athens,Copenhagen,2,2120
