departure city,arrival city,number of routes,distance
Luxemburg,Vienna,2,797
Luxemburg,Berlin,2,588
Luxemburg,Saarbruecken,2,96
Luxemburg,Porto,2,1493
Luxemburg,Munich,2,461
Quito,Rio Negro,2,735
Quito,Lima,2,1324
Sydney,Buenos Aires,2,11789
SantiagoC,Montevideo,2,1420
SantiagoC,Asuncion,2,1596
SantiagoC,Auckland,2,9704
Montevideo,SantiagoC,2,1420
Rio Negro,Quito,2,735
Lima,Quito,2,1324
Lima,Guayaquil,2,1145
Lima,Caracas,2,2702
Guayaquil,Lima,2,1145
Buenos Aires,Sydney,2,11789
Caracas,Lima,2,2702
Asuncion,SantiagoC,2,1596
Auckland,SantiagoC,2,9704
Malabo,Cotonou,2,769
Cotonou,Malabo,2,769
La Ceiba,GeorgetownC,2,714
GeorgetownC,La Ceiba,2,714
Madinah,Kuwait,2,970
Muscat,Kuwait,2,1147
Kuwait,Muscat,2,1147
Kuwait,Frankfurt,2,4029
Kuwait,Dammam,2,333
Kuwait,Colombo,2,4137
Frankfurt,Kuwait,2,4029
Dammam,Kuwait,2,333
Osh,Krasnoyarsk,2,2205
Krasnoyarsk,Osh,2,2205
Krasnoyarsk,Bishkek,2,1944
Istanbul,Bishkek,2,3690
Bishkek,Krasnoyarsk,2,1944
Bishkek,Istanbul,2,3690
Bishkek,Dubai,2,2627
Dubai,Bishkek,2,2627
Antananarivo,Nairobi,2,2273
Pemba,Nairobi,2,1395
Nairobi,Zanzibar,2,574
Nairobi,Antananarivo,2,2273
Nairobi,Pemba,2,1395
Nairobi,Mwanza,2,463
Nairobi,Plaisance,2,3093
Nairobi,Lagos,2,3872
Nairobi,Johannesburg,2,2916
Nairobi,Jeddah,2,2564
Mwanza,Nairobi,2,463
Plaisance,Nairobi,2,3093
Lagos,Nairobi,2,3872
Kilimanjaro,Nairobi,2,247
Johannesburg,Nairobi,2,2916
Jeddah,Nairobi,2,2564
Zurich,Malta,2,1350
Vienna,Malta,2,1318
Tripoli,Malta,2,395
Munich,Malta,2,1367
Malta,Zurich,2,1350
Malta,Vienna,2,1318
Malta,Tripoli,2,395
Malta,Munich,2,1367
Malta,Istanbul,2,1381
Malta,Duesseldorf,2,1776
Malta,Brussels,2,1852
Malta,Amsterdam,2,1937
Istanbul,Malta,2,1381
Frankfurt,Malta,2,1586
Duesseldorf,Malta,2,1776
Brussels,Malta,2,1852
Warsaw,Amsterdam,2,1106
Vienna,Amsterdam,2,956
Tel-aviv,Amsterdam,2,3327
Tallinn-ulemiste International,Amsterdam,2,1471
Moscow,Amsterdam,2,2173
Punta Cana,Amsterdam,2,7218
Zandery,Amsterdam,2,7503
Bucharest,Amsterdam,2,1739
Ndola,Nairobi,2,1638
Nairobi,Harare,2,2017
Nairobi,Kinshasa,2,2446
Nairobi,Lubumashi,2,1577
Nairobi,Brazzaville,2,2478
Munich,Amsterdam,2,661
Muscat,Nairobi,2,3569
Manchester,Amsterdam,2,486
Liverpool,Amsterdam,2,548
Kiev,Amsterdam,2,1815
Djibouti,Nairobi,2,1554
Harare,Nairobi,2,2017
Kinshasa,Nairobi,2,2446
Lubumashi,Ndola,2,229
Edinburgh,Amsterdam,2,696
Willemstad,Amsterdam,2,7857
Cairo,Amsterdam,2,3281
Brazzaville,Nairobi,2,2478
Budapest,Amsterdam,2,1137
Kralendijk,Amsterdam,2,7788
Birmingham,Amsterdam,2,463
Amsterdam,Warsaw,2,1106
Amsterdam,Vienna,2,956
Amsterdam,Tel-aviv,2,3327
Amsterdam,Tallinn-ulemiste International,2,1471
Amsterdam,Moscow,2,2173
Amsterdam,Zandery,2,7503
Amsterdam,Bucharest,2,1739
Amsterdam,Munich,2,661
Amsterdam,Manchester,2,486
Amsterdam,Liverpool,2,548
Amsterdam,Kiev,2,1815
Amsterdam,Edinburgh,2,696
Amsterdam,Willemstad,2,7857
Amsterdam,Cairo,2,3281
Amsterdam,Budapest,2,1137
Amsterdam,Birmingham,2,463
Amsterdam,Oranjestad,2,7841
Pristina,Istanbul,2,697
Sulaymaniyah,Istanbul,2,1534
Istanbul,Pristina,2,697
Istanbul,Sulaymaniyah,2,1534
Istanbul,Erbil,2,1437
Nicosia,Izmir,2,685
Nicosia,Adana,2,302
Erbil,Istanbul,2,1437
Izmir,Nicosia,2,685
Adana,Nicosia,2,302
Vaasa,Stockholm,2,387
Tampere,Copenhagen,2,886
Tampere,Stockholm,2,345
Copenhagen,Tampere,2,886
Stockholm,Vaasa,2,387
Stockholm,Tampere,2,345
Xiamen,Seoul,2,1643
Wuhan,Seoul,2,1343
Vladivostok,Seoul,2,801
Ulan Bator,Seoul,2,1964
Sanya,Seoul,2,2709
Moscow,Seoul,2,6525
Babelthuap,Seoul,2,3453
Siem-reap,Seoul,2,3474
Prague,Seoul,2,8211
Phnom-penh,Seoul,2,3573
Beijing,Cheju,2,1117
Noumea,Seoul,2,7770
London,Seoul,2,8801
Kunming,Seoul,2,2589
Seoul,Xiamen,2,1643
Seoul,Wuhan,2,1343
Seoul,Vladivostok,2,801
Seoul,Ulan Bator,2,1964
Seoul,Sanya,2,2709
Seoul,Moscow,2,6525
Seoul,Babelthuap,2,3453
Seoul,Siem-reap,2,3474
Seoul,Prague,2,8211
Seoul,Phnom-penh,2,3573
Seoul,Noumea,2,7770
Seoul,London,2,8801
Seoul,Kunming,2,2589
Seoul,Agana,2,3236
Agana,Seoul,2,3236
Cheju,Beijing,2,1117
Amsterdam,Seoul,2,8496
Vienna,Tselinograd,2,3871
Tselinograd,Vienna,2,3871
Tselinograd,Istanbul,2,3367
Istanbul,Tselinograd,2,3367
Istanbul,Alma-ata,2,3856
Seoul,Alma-ata,2,4175
Alma-ata,Istanbul,2,3856
Alma-ata,Seoul,2,4175
Bangkok,Gaya,2,2049
Ho Chi Minh City,Siem-reap,2,393
Ho Chi Minh City,Phnom-penh,2,192
Siem-reap,Ho Chi Minh City,2,393
Phnom-penh,Ho Chi Minh City,2,192
Stavanger,Stockholm,2,700
Bergen,Stockholm,2,725
Stockholm,Stavanger,2,700
Zurich,Beograd,2,925
Warsaw,Beograd,2,772
Tivat,Beograd,2,316
Podgorica,Beograd,2,319
Moscow,Beograd,2,1703
Bucharest,Beograd,2,445
London,Beograd,2,1669
Istanbul,Beograd,2,824
Gothenborg,Copenhagen,2,233
Gothenborg,Beograd,2,1518
Frankfurt,Beograd,2,1011
Copenhagen,Gothenborg,2,233
Brussels,Beograd,2,1340
Beograd,Zurich,2,925
Beograd,Warsaw,2,772
Beograd,Tivat,2,316
Beograd,Podgorica,2,319
Beograd,Moscow,2,1703
Beograd,Bucharest,2,445
Beograd,London,2,1669
Beograd,Istanbul,2,824
Beograd,Gothenborg,2,1518
Beograd,Frankfurt,2,1011
Beograd,Amsterdam,2,1363
Jeddah,Jakarta,2,7989
Jakarta,Jeddah,2,7989
Singapore,Darwin,2,3323
Ho Chi Minh City,Darwin,2,3741
Darwin,Singapore,2,3323
Darwin,Ho Chi Minh City,2,3741
Darwin,Denpasar,2,1809
Denpasar,Darwin,2,1809
Zurich,Ljubliana,2,469
Vienna,Ljubliana,2,260
Podgorica,Ljubliana,2,558
Moscow,Ljubliana,2,1942
Munich,Ljubliana,2,307
Ljubliana,Zurich,2,469
Ljubliana,Vienna,2,260
Ljubliana,Podgorica,2,558
Ljubliana,Moscow,2,1942
Ljubliana,Munich,2,307
Ljubliana,Istanbul,2,1278
Ljubliana,Frankfurt,2,595
Ljubliana,Copenhagen,2,1080
Ljubliana,Brussels,2,922
Ljubliana,Beograd,2,459
Istanbul,Ljubliana,2,1278
Frankfurt,Ljubliana,2,595
Copenhagen,Ljubliana,2,1080
Brussels,Ljubliana,2,922
Beograd,Ljubliana,2,459
Yantai,Osaka,2,1278
Tianjin,Nagoya,2,1793
Qingdao,Nagoya,2,1507
Qingdao,Fukuoka,2,959
Sydney,Tokyo,2,7882
Ho Chi Minh City,Osaka,2,3864
Ho Chi Minh City,Fukuoka,2,3476
Shanghai,Okayama,2,1208
Shanghai,Okinawa,2,781
Shanghai,Nagasaki,2,808
Shanghai,Matsuyama,2,1069
Shanghai,Kagoshima,2,845
Shanghai,Kanazawa,2,1451
Shanghai,Niigata,2,1702
Shanghai,Hiroshima,2,1112
Shanghai,Shizuoka,2,1550
Shanghai,Sapporo,2,2197
Busan,Nagoya,2,705
Papeete,Tokyo,2,9448
Okayama,Shanghai,2,1208
Okinawa,Shanghai,2,781
Tokyo,Sydney,2,7882
Tokyo,Papeete,2,9448
Tokyo,Nanjing,2,1995
Tokyo,Hanoi,2,3702
Tokyo,Moscow,2,7433
Tokyo,Cheju,2,1285
Tokyo,Christchurch,2,9415
Tokyo,Auckland,2,8832
Nanjing,Tokyo,2,1995
Nanjing,Osaka,2,1505
Nagasaki,Shanghai,2,808
Nagoya,Tianjin,2,1793
Nagoya,Qingdao,2,1507
Nagoya,Busan,2,705
Nagoya,Hanoi,2,3390
Matsuyama,Shanghai,2,1069
Kagoshima,Shanghai,2,845
Kagoshima,Seoul,2,727
Kanazawa,Shanghai,2,1451
Kanazawa,Seoul,2,887
Osaka,Yantai,2,1278
Osaka,Ho Chi Minh City,2,3864
Osaka,Nanjing,2,1505
Osaka,Hanoi,2,3198
Osaka,Auckland,2,8918
Niigata,Shanghai,2,1702
Niigata,Seoul,2,1084
Seoul,Kagoshima,2,727
Seoul,Kanazawa,2,887
Seoul,Niigata,2,1084
Hiroshima,Shanghai,2,1112
Hanoi,Tokyo,2,3702
Hanoi,Nagoya,2,3390
Hanoi,Osaka,2,3198
Hanoi,Fukuoka,2,2771
Fukuoka,Qingdao,2,959
Fukuoka,Ho Chi Minh City,2,3476
Fukuoka,Hanoi,2,2771
Fukuoka,Bangkok,2,3696
Shizuoka,Shanghai,2,1550
Moscow,Tokyo,2,7433
Sapporo,Shanghai,2,2197
Cheju,Tokyo,2,1285
Bangkok,Fukuoka,2,3696
Auckland,Tokyo,2,8832
Auckland,Osaka,2,8918
Zurich,ValenciaS,2,1143
Zurich,Malaga,2,1593
Warsaw,Madrid,2,2272
ValenciaS,Zurich,2,1143
ValenciaS,Lisbon,2,724
ValenciaS,Duesseldorf,2,1417
Sevilla,Lisbon,2,297
Stuttgart,Bilbao,2,1127
Singapore,Milano,2,10300
Singapore,BarcelonaS,2,10928
Milano,Singapore,2,10300
Munich,Bilbao,2,1296
Madrid,Warsaw,2,2272
Madrid,Hamburg,2,1798
Madrid,Bangkok,2,10162
Lisbon,ValenciaS,2,724
Lisbon,Sevilla,2,297
Lisbon,La Coruna,2,469
Lisbon,Bilbao,2,666
Lisbon,Malaga,2,453
La Coruna,Lisbon,2,469
Istanbul,BarcelonaS,2,2255
Hamburg,Madrid,2,1798
Hamburg,BarcelonaS,2,1531
Geneva,BarcelonaS,2,633
Frankfurt,Bilbao,2,1151
Duesseldorf,ValenciaS,2,1417
Duesseldorf,Bilbao,2,1166
Duesseldorf,BarcelonaS,2,1177
Cairo,BarcelonaS,2,2924
Brussels,Bilbao,2,1058
Brussels,Malaga,2,1747
Bangkok,Madrid,2,10162
Bilbao,Stuttgart,2,1127
Bilbao,Munich,2,1296
Bilbao,Lisbon,2,666
Bilbao,Frankfurt,2,1151
Bilbao,Duesseldorf,2,1166
Bilbao,Brussels,2,1058
BarcelonaS,Singapore,2,10928
BarcelonaS,Istanbul,2,2255
BarcelonaS,Hamburg,2,1531
BarcelonaS,Geneva,2,633
BarcelonaS,Duesseldorf,2,1177
BarcelonaS,Cairo,2,2924
BarcelonaS,Basel-Mulhouse-Freiburg,2,851
Malaga,Zurich,2,1593
Malaga,Lisbon,2,453
Malaga,Brussels,2,1747
Campinas,Lisbon,2,7910
SantiagoC,Sao Paulo,2,2640
SantiagoC,Rio De Janeiro,2,2961
Porto Velho,Marktoberdorf,2,9618
Porto,Sao Paulo,2,8150
Porto,Rio De Janeiro,2,7954
Marktoberdorf,Porto Velho,2,9618
Marktoberdorf,Vilhena,2,9657
Montevideo,Sao Paulo,2,1579
Munich,Sao Paulo,2,9848
Lisbon,Campinas,2,7910
Lisbon,Sao Paulo,2,7956
Lisbon,Rio De Janeiro,2,7753
Lisbon,Brasilia,2,7358
Sao Paulo,SantiagoC,2,2640
Sao Paulo,Porto,2,8150
Sao Paulo,Montevideo,2,1579
Sao Paulo,Munich,2,9848
Sao Paulo,Lisbon,2,7956
Sao Paulo,Frankfurt,2,9761
Sao Paulo,Ciudad del Este,2,904
Rio De Janeiro,SantiagoC,2,2961
Rio De Janeiro,Porto,2,7954
Rio De Janeiro,Lisbon,2,7753
Rio De Janeiro,Frankfurt,2,9547
Frankfurt,Sao Paulo,2,9761
Frankfurt,Rio De Janeiro,2,9547
Cuiaba,Marktoberdorf,2,9647
Vilhena,Marktoberdorf,2,9657
Brasilia,Lisbon,2,7358
Asuncion,Sao Paulo,2,1141
Ciudad del Este,Sao Paulo,2,904
Sarajevo,Istanbul,2,929
Istanbul,Sarajevo,2,929
Luxor,Kuwait,2,1560
Kuwait,Luxor,2,1560
Deire Zor,Kuwait,2,1033
Aleppo,Kuwait,2,1300
Vienna,Baku,2,2729
Prague,Baku,2,2935
Kiev,Baku,2,1800
Istanbul,Baku,2,1731
Baku,Vienna,2,2729
Baku,Prague,2,2935
Baku,Kiev,2,1800
Baku,Istanbul,2,1731
Tel-aviv,Amman,2,112
Amman,Tel-aviv,2,112
Sanaa,Riyadh,2,1128
Sanaa,Kuwait,2,1571
Sanaa,Jeddah,2,885
Sanaa,Damascus,2,2127
Sanaa,Cairo,2,2059
Sanaa,Amman,2,1984
Riyadh,Sanaa,2,1128
Kuwait,Sanaa,2,1571
Jeddah,Sanaa,2,885
Dubai,Mukalla,2,1305
Damascus,Sanaa,2,2127
Cairo,Sanaa,2,2059
Amman,Sanaa,2,1984
Amman,Aden,2,2260
Aden,Dubai,2,1735
Aden,Amman,2,2260
Rimini,Moscow,2,2219
Moscow,Rimini,2,2219
Moscow,Bergamo,2,2231
Bergamo,Moscow,2,2231
Vienna,Tehran,2,3153
Tabriz,Istanbul,2,1498
Shiraz,Doha,2,506
Moscow,Tehran,2,2489
Istanbul,Tabriz,2,1498
Tehran,Vienna,2,3153
Tehran,Moscow,2,2489
Tehran,Baku,2,647
Tehran,Frankfurt,2,3769
Tehran,Bangkok,2,5515
Tehran,Amsterdam,2,4066
Baku,Tehran,2,647
Frankfurt,Tehran,2,3769
Doha,Shiraz,2,506
Bangkok,Tehran,2,5515
Amsterdam,Tehran,2,4066
Villafranca,Pristina,2,818
Tel-aviv,Milano,2,2732
Pristina,Villafranca,2,818
Milano,Tel-aviv,2,2732
Milano,Plaisance,2,8844
Milano,Amman,2,2801
Plaisance,Milano,2,8844
Malta,Milan,2,1127
Milan,Malta,2,1127
Rome,Amman,2,2410
Amman,Milano,2,2801
Nandi,Honiara,2,2130
Honiara,Nandi,2,2130
ValenciaS,Brussels,2,1354
Venice,Toulouse,2,886
Venice,Madrid,2,1396
Tel-aviv,Madrid,2,3571
Toulouse,Venice,2,886
Toulouse,Madrid,2,537
Toulouse,BarcelonaS,2,287
Malabo,Madrid,2,4252
Marrakech,BarcelonaS,2,1351
Pisa,BarcelonaS,2,754
Nantes,BarcelonaS,2,697
Nice,BarcelonaS,2,515
Naples,Madrid,2,1486
Naples,BarcelonaS,2,1028
Montevideo,Madrid,2,9946
Madrid,Venice,2,1396
Madrid,Quito,2,8708
Madrid,Tel-aviv,2,3571
Madrid,Toulouse,2,537
Madrid,Malabo,2,4252
Madrid,Naples,2,1486
Madrid,Montevideo,2,9946
Madrid,Lyon,2,905
Madrid,Kiev,2,2877
Madrid,Guayaquil,2,8996
Madrid,Dakar,2,3145
Madrid,Bordeaux,2,553
Madrid,Amman,2,3661
Lyon,Madrid,2,905
Lvov,Madrid,2,2394
London,La Coruna,2,1092
La Coruna,London,2,1092
Kiev,Madrid,2,2877
Kiev,BarcelonaS,2,2460
Guayaquil,Madrid,2,8996
Genoa,BarcelonaS,2,688
Dakar,Madrid,2,3145
Brussels,ValenciaS,2,1354
Bordeaux,Madrid,2,553
Bilbao,Amsterdam,2,1168
BarcelonaS,Toulouse,2,287
BarcelonaS,Marrakech,2,1351
BarcelonaS,Pisa,2,754
BarcelonaS,Nantes,2,697
BarcelonaS,Nice,2,515
BarcelonaS,Naples,2,1028
BarcelonaS,Kiev,2,2460
BarcelonaS,Genoa,2,688
BarcelonaS,Amman,2,3216
Amsterdam,Bilbao,2,1168
Amman,Madrid,2,3661
Amman,BarcelonaS,2,3216
Nouakschott,Bamako,2,1037
Bamako,Nouakschott,2,1037
Yuzhno-sakhalinsk,Seoul,2,1718
Seoul,Yuzhno-sakhalinsk,2,1718
Urgench,Moscow,2,2228
Tashkent,Sverdlovsk,2,1850
Tashkent,Novosibirsk,2,1810
Tashkent,Kazan,2,2170
Tashkent,Kuala Lumpur,2,5353
Tashkent,Samara,2,1981
Tashkent,Krasnoyarsk,2,2354
Tashkent,Kiev,2,3065
Tashkent,Istanbul,2,3308
Sverdlovsk,Tashkent,2,1850
Sverdlovsk,Namangan,2,1890
Novosibirsk,Tashkent,2,1810
Namangan,Sverdlovsk,2,1890
Kazan,Tashkent,2,2170
Kuala Lumpur,Tashkent,2,5353
Samara,Tashkent,2,1981
Krasnoyarsk,Tashkent,2,2354
Kiev,Tashkent,2,3065
Istanbul,Tashkent,2,3308
Moscow,Urgench,2,2228
Guilin,Hong Kong,2,552
Harbin,Hong Kong,2,2827
Hong Kong,Guilin,2,552
Hong Kong,Harbin,2,2827
Hong Kong,Haikou,2,445
Haikou,Hong Kong,2,445
Beijing,Novosibirsk,2,2988
Beijing,Krasnoyarsk,2,2512
Beijing,Kiev,2,6402
Beijing,Irkutsk,2,1659
Beijing,Budapest,2,7320
Beijing,Brussels,2,7899
Beijing,Alma-ata,2,3295
Novosibirsk,Beijing,2,2988
Krasnoyarsk,Beijing,2,2512
Kiev,Beijing,2,6402
Irkutsk,Beijing,2,1659
Budapest,Beijing,2,7320
Brussels,Beijing,2,7899
Alma-ata,Beijing,2,3295
Luxemburg,Duesseldorf,2,172
Duesseldorf,Luxemburg,2,172
Vienna,Tenerife,2,3620
Vienna,Sharm El Sheikh,2,2652
Vienna,Luxor,2,2830
Vienna,Gran Canaria,2,3494
Vienna,Hurghada,2,2765
Vienna,Las Palmas,2,3303
Tenerife,Vienna,2,3620
Salzburg,Billund,2,915
Sharm El Sheikh,Vienna,2,2652
Gran Canaria,Vienna,2,3494
Hurghada,Vienna,2,2765
Fuerteventura,Vienna,2,3399
Billund,Salzburg,2,915
Manila,Honolulu,2,8508
Honolulu,Manila,2,8508
Nice,Monaco,2,30
Monaco,Nice,2,30
Arica,Arequipa,2,269
Antofagasta,Lima,2,1469
Krasnodar,Istanbul,2,887
Krasnodar,Yerevan,2,692
Istanbul,Krasnodar,2,887
Yerevan,Krasnodar,2,692
Manchester,Guernsey,2,431
Guernsey,Manchester,2,431
Guernsey,Bristol,2,213
Bristol,Guernsey,2,213
Sanaa,Bahrain,2,1372
Manila,Bahrain,2,7312
Madinah,Bahrain,2,1103
Muscat,Bahrain,2,794
Lahore,Bahrain,2,2365
Kuala Lumpur,Bahrain,2,6017
Karachi,Bahrain,2,1622
Istanbul,Bahrain,2,2602
Dammam,Bahrain,2,81
Damascus,Bahrain,2,1583
Colombo,Bahrain,2,3767
Cairo,Bahrain,2,1939
Bangkok,Bahrain,2,5375
Bahrain,Sanaa,2,1372
Bahrain,Manila,2,7312
Bahrain,Madinah,2,1103
Bahrain,Muscat,2,794
Bahrain,Lahore,2,2365
Bahrain,Kuala Lumpur,2,6017
Bahrain,Istanbul,2,2602
Bahrain,Dammam,2,81
Bahrain,Damascus,2,1583
Bahrain,Colombo,2,3767
Bahrain,Cairo,2,1939
Bahrain,Bangkok,2,5375
Bahrain,Aden,2,1582
Aden,Bahrain,2,1582
Taipei,Hefei,2,882
Hefei,Taipei,2,882
Ujung Pandang,Singapore,2,1823
Sydney,Jakarta,2,5532
Singapore,Ujung Pandang,2,1823
Seoul,Denpasar,2,5291
Seoul,Jakarta,2,5229
Denpasar,Seoul,2,5291
Jakarta,Sydney,2,5532
Jakarta,Seoul,2,5229
Sharjah,Riyadh,2,872
Sharjah,Peshawar,2,1838
Sharjah,Madinah,2,1578
Sharjah,Kathmandu,2,2956
Sharjah,Khartoum,2,2606
Sharjah,Jeddah,2,1729
Riyadh,Sharjah,2,872
Peshawar,Sharjah,2,1838
Madinah,Sharjah,2,1578
Kathmandu,Sharjah,2,2956
Khartoum,Sharjah,2,2606
Jeddah,Sharjah,2,1729
Santa Cruz,Campo Grande,2,904
Sao Paulo,Caracas,2,4416
Campo Grande,Santa Cruz,2,904
Caracas,Sao Paulo,2,4416
Sverdlovsk,Dubai,2,3567
Kathmandu,Dubai,2,2984
Alexandria,Dubai,2,2571
Baku,Dubai,2,1782
Yerevan,Dubai,2,1936
Dubai,Sverdlovsk,2,3567
Dubai,Alexandria,2,2571
Dubai,Baku,2,1782
Dubai,Yerevan,2,1936
Dubai,Ashkhabad,2,1496
Ashkhabad,Dubai,2,1496
Kuala Lumpur,Batam,2,318
Singapore,Kuantan,2,334
Singapore,Ipoh,2,539
Penang,Phuket,2,367
Penang,Banda Aceh,2,528
Kuantan,Singapore,2,334
Ipoh,Singapore,2,539
Phuket,Penang,2,367
Banda Aceh,Penang,2,528
Batam,Kuala Lumpur,2,318
Zurich,St. Petersburg,2,1963
Warsaw,St. Petersburg,2,1046
Warsaw,Kaliningrad,2,358
Vienna,St. Petersburg,2,1603
Vienna,Krasnodar,2,1734
Urgench,St. Petersburg,2,2906
Tel-aviv,St. Petersburg,2,3170
Tallinn-ulemiste International,St. Petersburg,2,289
Tashkent,St. Petersburg,2,3371
Samarkand,St. Petersburg,2,3390
Prague,St. Petersburg,2,1510
Beijing,St. Petersburg,2,6042
Namangan,St. Petersburg,2,3480
St. Petersburg,Zurich,2,1963
St. Petersburg,Warsaw,2,1046
St. Petersburg,Vienna,2,1603
St. Petersburg,Urgench,2,2906
St. Petersburg,Tel-aviv,2,3170
St. Petersburg,Tallinn-ulemiste International,2,289
St. Petersburg,Tashkent,2,3371
St. Petersburg,Samarkand,2,3390
St. Petersburg,Prague,2,1510
St. Petersburg,Beijing,2,6042
St. Petersburg,Namangan,2,3480
St. Petersburg,Khanabad,2,3405
St. Petersburg,Karlovy Vary,2,1533
St. Petersburg,Istanbul,2,2081
St. Petersburg,Hamburg,2,1374
St. Petersburg,Baku,2,2557
St. Petersburg,Bishkek,2,3509
St. Petersburg,Fergana,2,3587
St. Petersburg,Yerevan,2,2439
St. Petersburg,Copenhagen,2,1119
St. Petersburg,Budapest,2,1570
St. Petersburg,Bukhara,2,3238
St. Petersburg,Stockholm,2,657
St. Petersburg,Amsterdam,2,1759
St. Petersburg,Alma-ata,2,3591
Khanabad,St. Petersburg,2,3405
Krasnodar,Vienna,2,1734
Karlovy Vary,St. Petersburg,2,1533
Kaliningrad,Warsaw,2,358
Istanbul,St. Petersburg,2,2081
Hamburg,St. Petersburg,2,1374
Baku,St. Petersburg,2,2557
Bishkek,St. Petersburg,2,3509
Fergana,St. Petersburg,2,3587
Yerevan,St. Petersburg,2,2439
Copenhagen,St. Petersburg,2,1119
Budapest,St. Petersburg,2,1570
Bukhara,St. Petersburg,2,3238
Stockholm,St. Petersburg,2,657
Amsterdam,St. Petersburg,2,1759
Alma-ata,St. Petersburg,2,3591
Wroclaw,London,2,1216
Vilnius,London,2,1722
Vilnius,Rome,2,1702
Vilnius,Bergamo,2,1461
Vilnius,BarcelonaS,2,2273
ValenciaS,London,2,1332
Torino,Madrid,2,1048
Tenerife,"Doncaster,Sheffield",2,3141
London,Wroclaw,2,1216
London,Vilnius,2,1722
London,ValenciaS,2,1332
London,Poznan,2,1191
London,Palermo,2,1820
London,Murcia,2,1502
London,Lodz,2,1349
London,Katowice,2,1338
London,Krakow,2,1436
London,Gdansk,2,1291
London,Turany,2,1249
London,Billund,2,784
Shannon,Las Palmas,2,2648
Rzeszow,London,2,1553
Rygge,London,2,1123
Pisa,Madrid,2,1198
Poznan,London,2,1191
Poznan,Rome,2,1210
Poznan,BarcelonaS,2,1691
Palermo,London,2,1820
Stockholm,Dublin,2,1625
Marseille,Madrid,2,779
Murcia,London,2,1502
Manchester,Faro,2,1901
Manchester,Rome,2,1632
Madrid,Torino,2,1048
Madrid,Pisa,2,1198
Madrid,Marseille,2,779
Madrid,Bologna,2,1283
London,Rzeszow,2,1553
London,Kerry,2,624
London,Bratislava,2,1302
Liverpool,Krakow,2,1621
Liverpool,Fuerteventura,2,2900
Liverpool,Faro,2,1881
Liverpool,Alicante,2,1688
Liverpool,Malaga,2,1830
Liverpool,Las Palmas,2,2801
Gran Canaria,Edinburgh,2,3257
Gran Canaria,Bristol,2,2767
London,Rygge,2,1123
Lodz,London,2,1349
Leeds,Alicante,2,1778
Leeds,Malaga,2,1937
Leeds,Las Palmas,2,2925
Katowice,London,2,1338
Krakow,London,2,1436
Krakow,Liverpool,2,1621
Krakow,Edinburgh,2,1691
Kerry,London,2,624
Gdansk,London,2,1291
Gdansk,Eindhoven,2,931
Fuerteventura,Liverpool,2,2900
Faro,Manchester,2,1901
Faro,Liverpool,2,1881
Faro,Eindhoven,2,1953
Faro,Bristol,2,1679
Faro,Birmingham,2,1817
Eindhoven,Gdansk,2,931
Eindhoven,Faro,2,1953
Eindhoven,Alicante,2,1545
Eindhoven,Malaga,2,1798
Edinburgh,Gran Canaria,2,3257
Edinburgh,Krakow,2,1691
Edinburgh,Las Palmas,2,3111
Dublin,Stockholm,2,1625
"Doncaster,Sheffield",Tenerife,2,3141
Rome,Vilnius,2,1702
Rome,Poznan,2,1210
Rome,Manchester,2,1632
Bratislava,London,2,1302
Bristol,Gran Canaria,2,2767
Bristol,Faro,2,1679
Bristol,Alicante,2,1474
Bristol,Malaga,2,1618
Turany,London,2,1249
Bologna,Tenerife,2,3082
Bologna,Madrid,2,1283
Billund,London,2,784
Birmingham,Faro,2,1817
Bergamo,Vilnius,2,1461
BarcelonaS,Vilnius,2,2273
BarcelonaS,Poznan,2,1691
Alicante,Liverpool,2,1688
Alicante,Leeds,2,1778
Alicante,Eindhoven,2,1545
Alicante,Bristol,2,1474
Malaga,Liverpool,2,1830
Malaga,Leeds,2,1937
Malaga,Eindhoven,2,1798
Malaga,Bristol,2,1618
Las Palmas,Shannon,2,2648
Las Palmas,Liverpool,2,2801
Las Palmas,Leeds,2,2925
Las Palmas,Edinburgh,2,3111
Taiz,Djibouti,2,269
Djibouti,Taiz,2,269
Abha,Aden,2,595
Aden,Dammam,2,1588
Aden,Abha,2,595
Xuzhou,Taipei,2,1093
Taipei,Xuzhou,2,1093
Toyama,Shanghai,2,1520
Shanghai,Toyama,2,1520
Shanghai,Phuket,2,3557
Phuket,Shanghai,2,3557
Nandi,Kiritimati,2,3575
Nandi,Christchurch,2,2878
Honolulu,Kiritimati,2,2102
Kiritimati,Nandi,2,3575
Kiritimati,Honolulu,2,2102
Christchurch,Nandi,2,2878
Oslo,Keflavik,2,1763
London,Keflavik,2,1912
Keflavik,Oslo,2,1763
Keflavik,London,2,1912
Keflavik,Copenhagen,2,2134
Copenhagen,Keflavik,2,2134
Kabul,Istanbul,2,3536
Kabul,Dushanbe,2,440
Istanbul,Kabul,2,3536
Dushanbe,Kabul,2,440
Taiyuan,Taipei,2,1656
Taipei,Taiyuan,2,1656
Taipei,Shijiazhuang,2,1594
Shijiazhuang,Taipei,2,1594
Macau,Bangkok,2,1618
Hangzhou,Bangkok,2,2689
Denpasar,Bangkok,2,2962
Bangkok,Macau,2,1618
Bangkok,Hangzhou,2,2689
Bangkok,Denpasar,2,2962
Warsaw,Sofia,2,1025
Vienna,Bourgas,2,1027
Tel-aviv,Sofia,2,1613
